MS Elapsed,Bolo T,stddev,BB HBB Top,stddev,BB HBB Bottom,stddev,BB HBB Apex,stddev,BB HBB Avg,stddev,BB ABB Top,stddev,BB ABB Bottom,stddev,BB ABB Apex,stddev,BB ABB Avg,stddev,T Ch0,stddev,T Ch1,stddev,T Ch2,stddev,T Ch3,stddev,T Ch4,stddev,T Ch5,stddev,T Ch6,stddev,RH% Ch7,stddev
0,15.000,0.001,55.104,0.002,55.112,0.003,54.970,0.002,54.996,0.002,28.388,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.886,0.010,27.518,0.008,26.772,0.010,26.788,0.009,26.904,0.010,28.394,0.029,24.621,0.190,27.889,0.317
1000,15.000,0.001,55.100,0.002,55.112,0.003,54.974,0.002,55.000,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.884,0.010,27.517,0.008,26.772,0.010,26.788,0.009,26.904,0.010,28.392,0.029,24.311,0.190,27.801,0.315
2000,15.000,0.001,55.102,0.002,55.110,0.003,54.972,0.002,55.000,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.887,0.010,27.518,0.008,26.773,0.010,26.789,0.009,26.904,0.010,28.391,0.029,24.167,0.189,27.716,0.314
3000,14.999,0.001,55.100,0.002,55.112,0.003,54.972,0.002,54.998,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.886,0.010,27.519,0.008,26.773,0.010,26.789,0.009,26.904,0.010,28.388,0.029,24.129,0.189,27.630,0.316
4000,14.999,0.001,55.100,0.002,55.114,0.003,54.974,0.002,55.000,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.519,0.008,26.772,0.010,26.789,0.009,26.905,0.010,28.385,0.029,24.169,0.189,27.572,0.319
5000,14.999,0.001,55.102,0.002,55.112,0.003,54.972,0.002,54.998,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.519,0.008,26.774,0.010,26.789,0.009,26.906,0.010,28.381,0.030,24.162,0.189,27.533,0.323
6000,14.999,0.001,55.102,0.002,55.112,0.003,54.972,0.002,55.000,0.002,28.390,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.887,0.010,27.522,0.008,26.774,0.010,26.790,0.009,26.906,0.010,28.380,0.030,24.216,0.189,27.514,0.327
7000,15.000,0.001,55.100,0.002,55.112,0.003,54.972,0.002,55.000,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.519,0.008,26.774,0.010,26.790,0.009,26.905,0.010,28.377,0.030,24.097,0.189,27.487,0.331
8000,15.001,0.001,55.104,0.002,55.110,0.003,54.970,0.002,54.996,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.519,0.008,26.774,0.010,26.790,0.009,26.905,0.010,28.377,0.030,24.097,0.189,27.487,0.331
9000,15.001,0.001,55.100,0.002,55.110,0.003,54.970,0.002,54.998,0.002,28.392,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.522,0.008,26.774,0.010,26.790,0.009,26.906,0.010,28.376,0.030,24.681,0.194,27.456,0.336
10000,15.001,0.001,55.100,0.002,55.112,0.003,54.970,0.002,54.998,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.521,0.008,26.774,0.010,26.790,0.009,26.906,0.009,28.375,0.030,24.458,0.195,27.441,0.341
11000,15.002,0.001,55.100,0.002,55.112,0.003,54.972,0.002,55.000,0.002,28.390,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.522,0.008,26.775,0.010,26.790,0.009,26.907,0.010,28.374,0.030,24.504,0.197,27.437,0.347
12000,15.000,0.001,55.100,0.002,55.112,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.521,0.008,26.775,0.010,26.790,0.009,26.908,0.010,28.372,0.031,24.483,0.199,27.424,0.354
13000,15.000,0.001,55.098,0.003,55.112,0.003,54.972,0.002,54.998,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.888,0.010,27.522,0.008,26.775,0.010,26.791,0.009,26.908,0.010,28.371,0.031,24.396,0.200,27.416,0.362
14000,15.000,0.001,55.102,0.002,55.114,0.003,54.972,0.002,55.000,0.002,28.392,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.522,0.008,26.776,0.010,26.791,0.009,26.908,0.010,28.369,0.031,24.525,0.202,27.423,0.370
15000,15.000,0.001,55.100,0.002,55.114,0.003,54.970,0.002,54.998,0.002,28.390,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.523,0.008,26.776,0.010,26.792,0.009,26.908,0.010,28.366,0.031,24.631,0.205,27.428,0.377
16000,15.000,0.001,55.100,0.002,55.110,0.003,54.974,0.002,55.000,0.002,28.390,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.523,0.009,26.777,0.010,26.792,0.009,26.908,0.010,28.364,0.031,24.553,0.207,27.436,0.385
17000,15.000,0.001,55.102,0.002,55.114,0.003,54.972,0.002,54.998,0.002,28.390,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.523,0.009,26.776,0.010,26.791,0.009,26.908,0.009,28.362,0.031,24.530,0.209,27.432,0.393
18000,15.000,0.001,55.098,0.003,55.112,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.386,0.002,28.388,0.002,28.388,0.002,26.890,0.010,27.524,0.009,26.777,0.010,26.792,0.009,26.909,0.009,28.360,0.031,24.491,0.210,27.432,0.401
19000,15.000,0.001,55.100,0.003,55.112,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.889,0.010,27.523,0.009,26.777,0.010,26.793,0.009,26.908,0.009,28.359,0.032,24.147,0.209,27.432,0.408
20000,15.000,0.001,55.098,0.003,55.110,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.891,0.010,27.524,0.009,26.778,0.010,26.792,0.009,26.909,0.009,28.357,0.032,24.581,0.212,27.448,0.415
21000,15.000,0.001,55.102,0.002,55.110,0.003,54.972,0.002,55.000,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.892,0.010,27.525,0.009,26.777,0.010,26.793,0.009,26.908,0.009,28.355,0.032,24.205,0.210,27.474,0.421
22001,15.000,0.001,55.102,0.002,55.112,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.891,0.010,27.524,0.009,26.777,0.010,26.793,0.009,26.910,0.009,28.355,0.032,24.612,0.213,27.498,0.427
23001,15.001,0.001,55.100,0.002,55.110,0.003,54.970,0.002,54.996,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.891,0.010,27.525,0.009,26.778,0.010,26.794,0.009,26.910,0.009,28.352,0.032,24.504,0.214,27.511,0.431
24001,15.000,0.001,55.098,0.003,55.114,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.390,0.002,28.390,0.002,26.892,0.010,27.525,0.009,26.778,0.010,26.794,0.009,26.910,0.009,28.354,0.033,24.475,0.215,27.510,0.436
25001,15.000,0.001,55.102,0.002,55.112,0.003,54.970,0.002,54.996,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.891,0.010,27.525,0.009,26.778,0.010,26.794,0.009,26.910,0.009,28.352,0.033,24.697,0.217,27.515,0.441
26001,15.000,0.001,55.100,0.002,55.110,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.390,0.002,28.390,0.002,26.891,0.010,27.525,0.009,26.778,0.010,26.794,0.009,26.910,0.009,28.353,0.033,24.249,0.217,27.522,0.445
27001,15.000,0.001,55.098,0.003,55.110,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.390,0.002,26.892,0.010,27.526,0.009,26.779,0.010,26.794,0.009,26.911,0.009,28.353,0.033,24.500,0.218,27.536,0.449
28001,15.000,0.001,55.098,0.003,55.108,0.003,54.972,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.390,0.002,28.390,0.002,26.892,0.010,27.527,0.009,26.779,0.010,26.794,0.009,26.912,0.009,28.352,0.033,24.442,0.219,27.548,0.452
29001,15.000,0.001,55.102,0.002,55.110,0.003,54.970,0.002,54.998,0.002,28.392,0.002,28.388,0.002,28.388,0.002,28.388,0.002,26.893,0.010,27.527,0.009,26.779,0.010,26.795,0.009,26.911,0.009,28.352,0.033,24.425,0.219,27.557,0.455
30001,15.000,0.001,55.098,0.002,55.110,0.003,54.968,0.003,54.996,0.002,28.392,0.002,28.388,0.002,28.390,0.002,28.390,0.002,26.894,0.010,27.527,0.009,26.780,0.010,26.796,0.009,26.911,0.009,28.350,0.033,24.367,0.219,27.559,0.458
