Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-02-21_10-01-49 -- 5.44768267816 6.87407555661 3.00296928851 4.56942001687 4.67959560196 3.66184447515 3.32605133558 5.1348182245 5.5943454605 -- 
2015-02-21_10-03-58 -- 5.35768963427 6.78500465681 2.98083929844 4.56732279123 4.56090226541 3.64735689547 3.30048886882 5.06934300756 5.64086932309 -- 
2015-02-21_10-06-06 -- 4.98631493826 6.53058930785 2.93073247302 4.55649672117 4.28820781627 3.61375390313 3.24937956979 4.98018152869 5.65642373029 -- 
2015-02-21_10-08-14 -- 4.71594391547 6.33373915366 2.87558181849 4.55357348716 4.09083610225 3.59386136236 3.20780352669 4.89021219477 -- -- 
2015-02-21_10-10-21 -- 4.45243911961 6.12188571979 2.82814229643 4.5439228057 3.89863210747 3.57003056464 3.16672957808 4.81205610121 5.65835287696 -- 
2015-02-21_10-12-29 -- 4.92212570427 6.48912276984 2.9236017113 4.57004090846 4.2333003109 3.63282269929 3.25568748655 4.98706855648 5.65174391954 -- 
2015-02-21_10-14-39 -- 3.78026521186 5.59323920011 2.69560667809 4.51371724402 3.388973496 3.51629553319 3.04177319344 4.58502574117 5.47185674236 -- 
2015-02-21_10-16-47 -- 3.04347777528 5.03369799627 2.5587085376 4.50414498076 2.91830840552 3.45046111554 2.93049597845 4.34413586859 5.65825580741 -- 
2015-02-21_10-18-55 -- 3.41885164344 5.32682195015 2.64432589475 4.51322214695 3.20566346472 3.46935552667 2.98618934406 4.49326153826 5.66655832722 -- 
2015-02-21_10-21-03 -- 3.0800602233 5.04264976501 2.55255437241 4.50713247735 2.99770274057 3.4473976982 2.92444084727 4.35450343978 5.6694935104 -- 
2015-02-21_10-23-12 -- 3.0471626404 4.99677314559 2.531144702 4.50648981023 2.99496368026 3.42008761477 2.89570625755 4.27546528963 5.62475390206 -- 
2015-02-21_10-25-20 -- 2.47788961692 4.54065859705 2.40553806955 4.47971966828 2.6116786928 3.39106897764 2.81374912727 4.13374249279 5.63424247109 -- 
2015-02-21_10-27-28 -- 2.05907434258 4.23119091999 2.34208801155 4.47130067423 2.36080229668 3.35980228217 2.76061108386 4.03646082825 5.63424572883 -- 
2015-02-21_10-29-37 -- 2.43176793258 4.53555603968 2.42441317731 4.4802184171 2.54720714625 3.38073129497 2.81541260529 4.12004688456 5.60127342009 -- 
2015-02-21_10-31-45 -- 2.60997296137 4.6962128117 2.46814279319 4.50546569232 2.71821729579 3.42681291622 2.86388814664 4.21534985513 5.62429621837 -- 
