Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-02-23_09-51-27 -- 0.266540602579 2.18649003462 1.12498632988 3.08649332198 1.00943557421 1.84358481138 1.26132805995 1.77509183403 5.4635813518 -- 
2015-02-23_09-53-35 -- 0.319129554209 2.26124012269 1.11965704178 3.06752388901 1.02950412103 1.82175599528 1.26653529385 1.74360312525 5.36223967481 -- 
2015-02-23_14-30-11 -- 4.74893134287 6.04137065236 2.60926021612 3.94551018512 3.72422261554 3.02785489509 2.77938842339 4.39422422654 5.44341915806 -- 
2015-02-23_14-32-20 -- 5.04041024987 6.25072999673 2.6664255434 4.01955293832 4.03381727251 3.12464447295 2.84241295976 4.38449191487 5.31343144497 -- 
2015-02-23_14-34-28 -- 4.50385450517 5.89242547966 2.55272402301 3.92682055833 3.67533102891 3.13602681563 2.860448652 4.46384623337 5.34028868451 -- 
2015-02-23_14-36-35 -- 3.48006269111 5.00730448603 2.16819995852 3.54323008182 2.82352776547 2.59924090955 2.29332591514 3.63207361113 5.357756708 -- 
2015-02-23_14-38-45 -- 3.57898672472 5.23525716987 2.3294838026 3.6908222296 3.16193678543 2.73189414522 2.42793653359 3.81275463696 5.38702007817 -- 
2015-02-23_14-40-53 -- 4.17198152404 5.53439691261 2.3706593163 3.75611564895 3.45713193998 2.88852883096 2.64600294638 4.15042579892 5.33218514354 -- 
2015-02-23_14-43-01 -- 4.4011000172 5.78943408343 2.52251806543 3.85306410897 3.49417193737 2.87269738781 2.59886629239 4.0656304346 5.3937653936 -- 
2015-02-23_14-45-09 -- 4.26917014017 5.80340842902 2.48971240501 3.85134205942 3.7825911849 2.99620583173 2.80647655729 4.45608848115 -- -- 
2015-02-23_14-47-19 -- 4.71030941552 6.04227837241 2.61810473077 3.94703849494 3.8273040824 3.07002260065 2.82256865443 4.45407246636 -- -- 
2015-02-23_14-49-28 -- 3.25368070056 4.91973423702 2.19225052977 3.55263339366 2.99695000085 2.60076502759 2.3446135583 3.64345611527 -- -- 
2015-02-23_14-51-35 -- 2.81385988953 4.45867165791 1.92365989107 3.31723614293 2.56701146582 2.42638364356 2.20079777969 3.49595191584 5.42929886118 -- 
2015-02-23_14-53-43 -- 2.374057043 4.01588208345 1.71369435614 3.20129651006 2.02857215401 2.1681555445 1.83324440968 2.91390732756 5.3813289941 -- 
2015-02-23_14-55-51 -- 3.08891892452 4.54926289729 1.93706592946 3.32997502104 2.44614866928 2.29683400895 1.98052850549 3.09849378994 5.24673664612 -- 
2015-02-23_14-58-00 -- 3.70404718422 5.25806112903 2.2622629613 3.58303004099 3.02588918803 2.65975600633 2.44071384085 3.88810557713 -- -- 
2015-02-23_15-00-07 -- 3.22274093721 4.78177917411 2.09326487615 3.45154738968 2.65688558825 2.47046575784 2.18547824211 3.44768680946 -- -- 
2015-02-23_15-02-15 -- 4.0797938227 5.39834977378 2.35659004173 3.77644927943 3.4183410589 2.89506197782 2.63106340778 4.20553103475 5.52651894414 -- 
2015-02-23_15-04-24 -- 3.56643239249 5.29835347585 2.28802218013 3.56300740695 2.81383447707 2.69627393549 2.46887741263 4.0039874327 5.44482938291 -- 
2015-02-23_15-06-33 -- 3.55965336807 4.97855699473 2.09544213881 3.48891727846 2.71014325057 2.55502060879 2.34018862899 3.88879568344 5.31054147718 -- 
2015-02-23_15-08-40 -- 3.8183685552 5.24044646956 2.26098946106 3.57694433657 2.99226604348 2.55457966726 2.21490034731 3.3822631201 5.35051335664 -- 
2015-02-23_15-10-48 -- 4.24916082504 5.71681543409 2.48357646097 3.75010368653 3.44401699919 2.89019608876 2.68930186774 4.24205761305 -- -- 
2015-02-23_15-12-58 -- 1.91128715623 3.58867229869 1.52726182086 3.131718335 1.95203479366 2.21329971122 1.93178025364 3.0814156667 5.41083244836 -- 
2015-02-23_15-15-08 -- -- 4.65453258274 1.90327548363 3.27640486346 2.14749025061 2.227788053 1.85121144387 2.95378549699 5.39736957968 -- 
2015-02-23_15-17-17 -- 2.19089837252 3.94626928656 1.76309568282 3.28728099511 2.55004867714 2.44361983627 2.27244217705 3.75520798334 5.33308069165 -- 
2015-02-23_15-19-24 -- 2.58620742244 4.16354741228 1.68302405957 3.1355987846 1.79062688443 1.95658308205 1.4964326336 2.26387093034 5.33261824122 -- 
2015-02-23_15-21-32 -- 3.11078281139 4.70143936993 2.02400212967 3.43155865955 2.57346671091 2.42182362238 2.17333796356 3.52802102233 5.37900622416 -- 
2015-02-23_15-23-40 -- 4.08782088126 5.49752065633 2.2990436553 3.62111300499 3.19921982902 2.69841247353 2.44200399056 3.83504085617 -- -- 
