Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-02-20_19-27-35 -- 0.174438005414 2.47619073014 1.41999200906 3.62382335493 0.911515659188 2.12711439698 1.67961575041 2.1339286591 5.62880404314 -- 
2015-02-20_19-29-43 -- 0.175806074842 2.48982057906 1.42313922599 3.62648878917 0.914133065201 2.12891994168 1.6943794704 2.15847032865 5.62529875228 -- 
2015-02-20_19-31-51 -- 0.170946974625 2.48023849188 1.41729822614 3.6238465134 0.921165512992 2.1301332588 1.69433951924 2.17390220496 5.57432583759 -- 
2015-02-20_19-33-59 -- 0.165813156276 2.46732365961 1.40298813002 3.62308716468 0.90821011299 2.12632400643 1.68093028394 2.16616036266 5.56618568357 -- 
2015-02-20_19-36-09 -- 0.191598041722 2.47403006613 1.41916865658 3.62326094662 0.913889647441 2.13706958262 1.70014879845 2.15340345663 5.62541766143 -- 
2015-02-20_19-38-17 -- 0.198282545468 2.50318686082 1.4310625025 3.63710502531 0.929795733892 2.14395643892 1.6902742217 2.16014576226 5.61784872522 -- 
2015-02-20_19-40-27 -- 0.172203114462 2.48614029432 1.42664729859 3.6397340918 0.926536407103 2.14748607942 1.70516299893 2.15395316215 5.49233145224 -- 
2015-02-20_19-42-34 -- 0.184003268382 2.48851290129 1.43782730571 3.63586087919 0.920926466725 2.14954037643 1.71577408403 2.16962566405 5.62457258614 -- 
2015-02-20_19-44-43 -- 0.181131370168 2.47275424209 1.44088248886 3.64460303684 0.911691701669 2.15595115413 1.70547539549 2.18671285204 5.61127005521 -- 
2015-02-20_19-46-50 -- 0.178026692621 2.48011831309 1.43134368155 3.64041527659 0.930014509586 2.16663329594 1.70679267891 2.19096128271 5.62039938078 -- 
2015-02-20_19-48-59 -- 0.188892066876 2.47558044894 1.45178463352 3.66378348957 0.922047184487 2.17073118874 1.72692264831 2.21144111337 5.57282841426 -- 
2015-02-20_19-51-07 -- 0.178273046391 2.4756717038 1.4136838087 3.63629894728 0.911075806888 2.15474623009 1.71414066411 2.19374551482 5.5843128731 -- 
