Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-07-02_21-57-47 -- 213.938103433 252.332387826 288.45615406 294.455540451 242.38751345 293.561041538 291.632882802 289.204498828 294.351427779 -- 
2015-07-02_22-00-28 -- 213.834557446 252.273179601 288.539012546 294.622847378 242.43210135 293.913414651 291.921583234 289.314851515 295.013257022 -- 
2015-07-02_22-01-01 -- 213.813597346 252.152100376 288.222058818 294.097807159 242.316935332 293.190388085 291.389522374 289.080967938 294.205827998 -- 
2015-07-02_22-01-35 -- 214.448559706 252.54086595 288.353535576 294.028041156 242.475123766 293.342236905 291.575769096 289.295893605 293.965569113 -- 
2015-07-02_22-03-57 -- 214.984426033 252.758863695 289.106592215 295.045488872 242.851471159 294.140087366 292.1586218 289.69543485 295.41369834 -- 
2015-07-02_22-04-49 -- 215.020830639 252.708722269 288.746101229 294.633128111 242.716302196 293.567366291 291.657686589 289.308763412 295.388994086 -- 
2015-07-02_22-05-22 -- 214.220595053 252.185493248 288.312867969 294.015520863 242.351924324 293.330788151 291.409804939 288.989131455 295.218487979 -- 
2015-07-02_22-08-20 -- 214.47801057 252.632291627 288.872412996 294.639388795 242.528736166 293.760595541 291.662408258 289.258098132 294.652585782 -- 
2015-07-02_22-09-11 -- 213.891516779 252.160703593 288.390007935 294.294689906 242.482247243 293.519982912 291.638469167 289.19900191 294.686583664 -- 
2015-07-02_22-10-21 -- 214.373549253 252.81307368 288.269594118 294.097724213 242.81122386 293.21169373 291.258561859 289.038763058 293.647325179 -- 
2015-07-02_22-12-25 -- 215.113784174 253.073730074 288.912303691 294.651394886 242.86397119 293.685584468 292.070805367 289.733511754 294.927299002 -- 
2015-07-02_22-12-59 -- 215.349365275 253.197002207 288.849199794 294.525905673 242.922844434 293.509133342 291.856977535 289.60588376 294.441352983 -- 
2015-07-02_22-13-32 -- 214.812345594 252.888094742 288.571625361 294.420029867 242.679904487 293.627420663 291.659438527 289.440575084 294.477788247 -- 
2015-07-02_22-15-54 -- 214.677315731 252.67558921 288.332761161 294.695181486 242.666839852 293.708188949 291.759632679 289.428124582 294.339539411 -- 
2015-07-02_22-16-27 -- 214.403144923 252.514882387 288.248365303 294.164032597 242.550383122 293.610584288 291.676251033 289.262172 294.570628923 -- 
2015-07-02_22-17-19 -- 214.413340585 252.61759715 288.478932521 294.298385208 242.563222789 293.420224958 291.514897398 289.071776393 294.3111529 -- 
2015-07-02_22-20-16 -- 216.236306463 253.553227764 288.749581497 294.495097408 243.488580634 293.724866538 291.865861956 289.418893107 294.257091464 -- 
2015-07-02_22-21-08 -- 218.620206561 255.382764066 288.880731364 294.264480621 245.783905835 293.326467496 291.748132298 289.86482833 294.827922004 -- 
2015-07-02_22-21-59 -- 237.008509398 264.182426614 289.506743178 293.914820688 256.382653549 293.206334124 292.003031776 290.467501164 294.576275172 -- 
2015-07-02_22-24-03 -- 216.307550031 254.346194164 288.755429214 294.310575843 243.441710413 293.405260175 291.807059548 289.430717923 294.017389884 -- 
2015-07-02_22-24-36 -- 227.48771545 259.914287349 288.979886563 294.094289325 247.046874512 293.320341118 291.756551941 289.704259671 294.328810486 -- 
2015-07-02_22-25-29 -- 231.751165939 262.132959356 289.123329169 293.895283783 249.688954728 293.278938185 291.818166796 290.002439387 294.403367352 -- 
2015-07-02_22-28-26 -- 224.727192079 257.169433918 288.90750426 294.21782327 245.55711537 293.593650513 291.992881224 290.896506374 294.819194117 -- 
2015-07-02_22-29-18 -- 266.128183876 279.014511674 290.704084951 294.409080601 269.117445716 293.7491769 292.574274292 291.257767612 295.805312618 -- 
2015-07-02_22-30-10 -- 264.756048197 278.076867392 290.492720818 294.460434371 264.154148147 293.604402772 292.170761496 290.196875122 294.148751608 -- 
2015-07-02_22-33-26 -- 215.440496979 252.908797802 289.000241784 294.337258834 242.67502754 293.658134061 291.595234846 289.4673014 293.995140477 -- 
2015-07-02_22-34-00 -- 215.012302658 252.727274957 288.670619302 294.057118347 242.614301467 293.456311698 291.554723781 289.421013105 294.099301172 -- 
2015-07-02_22-34-52 -- 214.800087473 252.519272858 288.523032545 294.005414538 242.333638242 293.170907367 291.128599936 289.090494442 289.598700086 -- 
2015-07-02_22-37-50 -- 216.448485012 253.343518185 289.376502156 294.684515142 242.898658026 293.856289394 291.919917567 289.674365743 294.470510792 -- 
2015-07-02_22-38-42 -- 217.573480301 254.152977112 289.240704803 294.276596714 243.255146746 293.743305235 291.727661301 289.498936962 294.781456708 -- 
2015-07-02_22-40-09 -- 214.434770636 252.504770088 288.648467664 294.088867284 242.52586404 293.561706344 291.596478649 289.235578555 294.010997003 -- 
2015-07-02_22-42-49 -- 214.352122871 252.413799979 288.704288079 294.258071128 242.510303087 293.439572214 291.506605514 289.143041683 294.123898723 -- 
2015-07-02_22-43-23 -- 214.134256012 252.501889116 288.409758044 294.041983188 242.556412958 293.309814232 291.437677979 289.243430477 293.072367578 -- 
2015-07-02_22-43-57 -- 214.584410243 252.655605948 288.486958216 294.020950436 242.644814769 293.391150319 291.440714589 289.249953801 293.560602642 -- 
2015-07-02_22-46-55 -- 214.848425429 252.679451945 288.637654737 294.417961267 242.708720648 293.55578666 291.725923032 289.541140759 294.723777811 -- 
2015-07-02_22-47-46 -- 214.789211707 252.813615165 288.592980164 294.234549393 242.7773944 293.453051336 291.703438938 289.562492168 293.860317172 -- 
2015-07-02_22-48-38 -- 214.897640762 252.965158238 288.257773139 294.100326187 242.86781254 293.276754855 291.815989538 289.598767737 294.088893887 -- 
2015-07-02_22-51-36 -- 216.252962127 253.616356732 288.981128401 294.430765839 244.797701951 293.630479808 291.976338007 290.103833599 295.192765476 -- 
2015-07-02_22-52-28 -- 215.205642023 252.945468903 288.413005854 293.741121947 242.688578952 293.080783576 291.546261625 289.440290282 294.062965489 -- 
2015-07-02_22-53-01 -- 215.392874615 253.131499791 288.625043304 294.127918774 242.653654284 293.311694929 291.557377077 289.321815024 294.151494833 -- 
2015-07-02_22-55-24 -- 214.68523743 252.812841551 288.735645039 294.326598411 242.612900432 293.465503333 291.618681291 289.24961204 294.669818934 -- 
2015-07-02_22-55-57 -- 214.15220646 252.630271366 288.54322085 294.037004057 242.55954868 293.390685943 291.647526725 289.249340544 293.91375859 -- 
2015-07-02_22-56-31 -- 214.026823278 252.648466198 288.576800387 293.975788524 242.601301344 293.247679276 291.475495236 289.240832457 295.119914932 -- 
2015-07-02_23-00-41 -- 215.342841873 252.953862576 289.032046817 294.395783396 242.792879064 293.596537202 291.789515153 289.518129789 294.821057438 -- 
2015-07-02_23-01-33 -- 214.66630689 252.587123387 288.445988561 294.139721779 242.526120413 293.249961023 291.32542366 289.226856309 295.264133766 -- 
2015-07-02_23-02-06 -- 214.885935838 252.536757853 288.42264128 294.06691601 242.653616755 293.244437477 291.549909834 289.332107629 295.152805678 -- 
2015-07-02_23-04-46 -- 214.808103127 252.559423183 288.624139445 294.31688686 242.625051119 293.364914669 291.518933599 289.213256653 294.464949608 -- 
2015-07-02_23-05-38 -- 214.363426691 252.490241424 288.441644048 293.791806936 242.412681297 293.051352561 291.247731923 289.009986678 293.742441394 -- 
2015-07-02_23-06-11 -- 214.266373886 252.451400472 288.456054389 293.944338973 242.518393258 293.151593349 291.361813579 289.243212637 293.367339728 -- 
2015-07-02_23-08-33 -- 214.872793578 252.690151458 288.356586331 294.189433031 242.748755188 293.330142788 291.651489237 289.250198664 293.785466598 -- 
2015-07-02_23-09-42 -- 215.004787866 252.784215657 288.510157033 293.962273334 242.761801729 293.05934749 291.430869548 289.263222001 293.948898479 -- 
2015-07-02_23-10-52 -- 214.374682518 252.42817845 288.026504004 293.832886922 242.522625558 292.912142673 291.315765956 289.078039858 294.366549632 -- 
2015-07-02_23-13-14 -- 214.315182858 252.492361557 288.711953433 294.099493395 242.47586156 293.152742289 291.561905987 289.182535727 294.482957118 -- 
2015-07-02_23-13-48 -- 213.979461961 252.353693279 288.44019891 294.009782665 242.506248397 293.054027895 291.576954526 289.181489675 294.137370626 -- 
2015-07-02_23-14-22 -- 213.661979384 252.297128053 288.356160343 293.90450848 242.321275333 292.942907578 291.392875868 289.034769236 294.580860141 -- 
2015-07-02_23-17-20 -- 214.882806442 252.626597696 288.852810687 294.434602143 242.656909416 293.266342966 291.658575392 289.235006532 295.284532927 -- 
2015-07-02_23-18-30 -- 214.958523053 252.747709674 288.644989719 294.049670852 242.593967677 293.15990479 291.535665667 289.238564445 293.921246765 -- 
2015-07-02_23-19-21 -- 214.677885812 252.606762484 288.307491927 293.841183531 242.55118544 292.99843289 291.358948054 289.185557619 295.217768301 -- 
2015-07-02_23-22-18 -- 214.436689566 252.494596391 288.485411804 294.179515216 242.433300968 293.483972138 291.558756824 289.133280359 294.571212619 -- 
2015-07-02_23-22-52 -- 217.352499082 254.509712643 288.352929039 293.951471962 243.977214038 293.21139078 291.372571815 289.262271298 294.291944438 -- 
2015-07-02_23-23-26 -- 216.780922314 253.331508116 288.050926973 293.632572533 242.51581563 293.094074401 291.248051322 288.979170267 294.152569406 -- 
2015-07-02_23-25-49 -- 213.789255551 252.194686087 288.243038042 294.123174789 242.430659557 293.234736863 291.457554156 289.00046996 293.849146673 -- 
2015-07-02_23-26-22 -- 213.914112003 252.366406117 288.162652326 293.823788174 242.404332024 293.218559061 291.283638112 288.918308587 293.962776648 -- 
2015-07-02_23-26-56 -- 213.831562141 252.270135073 287.932968244 293.643889019 242.340733199 293.074879192 291.049290226 288.826301678 288.524649781 -- 
2015-07-02_23-29-36 -- 214.605510552 252.652255527 288.58647073 294.145600924 242.405958958 293.233769802 291.364096802 289.034795213 293.844552974 -- 
2015-07-02_23-30-46 -- 214.150428083 252.484354868 288.188480248 293.607585606 242.299362348 293.020652875 291.277080615 289.103031973 293.342384689 -- 
2015-07-02_23-31-37 -- 213.997736261 252.238755981 288.350727965 293.685121635 242.247940349 293.04477425 291.160119994 289.116945557 293.258154322 -- 
2015-07-02_23-34-17 -- 213.950094343 252.377779536 288.692259167 294.24370454 242.30637094 293.178515472 291.37867563 289.02068304 293.854049637 -- 
2015-07-02_23-34-51 -- 213.714248329 252.352242258 288.447218696 293.868820978 242.273463578 293.098122225 291.308778267 288.930843787 294.58764934 -- 
2015-07-02_23-36-01 -- 213.769581335 252.196146535 287.886543982 293.773352366 242.160202011 292.757970284 291.063065435 288.760874702 293.578278317 -- 
2015-07-02_23-38-59 -- 214.462107839 251.993797314 288.661113573 294.302927615 242.356641277 293.410843819 291.363757075 288.910657526 293.751739627 -- 
2015-07-02_23-39-51 -- 213.977011469 251.955608976 288.345112076 294.150229453 242.29158996 293.183347616 291.310073516 288.948993163 293.677599261 -- 
2015-07-02_23-41-19 -- 213.86353291 251.706047858 288.28258557 293.80113782 242.205128559 292.799917387 291.132757006 288.806191287 293.182928552 -- 
2015-07-02_23-43-58 -- 214.055512598 252.204335366 288.682198088 294.219618234 242.371978424 293.308817474 291.261402635 288.963769828 293.726249697 -- 
2015-07-02_23-44-32 -- 213.6437522 252.058485882 288.352028749 293.849634252 242.228005395 293.110227697 291.194480021 288.905424095 293.914880074 -- 
2015-07-02_23-45-06 -- 213.702319104 251.893559341 288.206448795 293.77801819 242.203357537 293.095176576 291.074536478 288.851177561 293.910084739 -- 
2015-07-02_23-47-28 -- 213.732281108 252.120523918 288.383534474 293.824489879 242.269341068 293.369083998 291.163691857 288.977932316 294.16068818 -- 
2015-07-02_23-48-19 -- 213.877691146 252.122363705 288.075224442 293.618978187 242.207560498 292.961260821 291.060236433 288.783049728 292.250252679 -- 
2015-07-02_23-48-53 -- 213.339298616 251.944387776 287.958728768 293.495748594 242.121381813 292.845031393 290.953017275 288.780845528 292.528686881 -- 
2015-07-02_23-51-51 -- 214.038015425 252.220594979 288.432199461 293.812111286 242.308491091 292.978955113 291.183875928 288.89739797 292.620255021 -- 
2015-07-02_23-52-42 -- 213.346399168 251.903856108 288.005542679 293.553043656 242.095095659 292.66596902 290.974528463 288.775918855 291.983607585 -- 
2015-07-02_23-53-15 -- 213.338253824 251.932207592 287.996490406 293.523314694 242.094664931 292.700983788 290.971765117 288.739772528 292.821392353 -- 
2015-07-02_23-55-19 -- 240.718496461 266.465267786 289.655610196 293.884548612 259.23249199 292.965425983 291.791889599 290.307622931 294.447623643 -- 
2015-07-02_23-55-53 -- 251.477962031 270.295452961 289.431318667 293.608851938 257.167621992 292.761754202 291.445893545 289.900966178 293.529928398 -- 
2015-07-02_23-56-26 -- -- 275.33635228 290.043339278 293.639286725 270.573205215 292.881076892 291.794189702 290.627213838 295.226475649 -- 
2015-07-02_23-59-05 -- 273.889385446 280.435915689 290.28056458 293.814459416 276.272893398 293.105112084 291.953100756 290.597754675 293.499124152 -- 
2015-07-02_23-59-39 -- 273.48561871 280.134970295 290.302774558 293.734468553 274.732550828 293.116903715 291.919259029 290.574910678 293.272624715 -- 
2015-07-03_00-00-30 -- 254.077215779 272.359460927 289.435867541 293.614705005 260.040772811 292.862962125 291.481026154 289.595180735 293.073800802 -- 
2015-07-03_00-03-28 -- 260.334435507 275.683823724 290.240759358 293.847867305 265.109741285 293.007014495 291.693808315 290.139743116 293.794787566 -- 
2015-07-03_00-04-19 -- 214.124248294 251.988581564 287.855012997 293.47168406 242.652862571 292.744451001 290.799602543 288.614647408 293.599799925 -- 
2015-07-03_00-05-11 -- 213.011302973 251.703435894 287.752950816 293.616117665 242.00023809 292.570247295 290.784265883 288.468641364 292.383935964 -- 
2015-07-03_00-07-16 -- 218.164710372 254.151449561 288.298300699 293.832283799 243.364203483 292.855875752 291.07404734 288.685876706 293.693853699 -- 
2015-07-03_00-08-08 -- 216.006784666 252.933731072 287.867549891 293.352473826 242.001801468 292.730451589 290.796829955 288.378931497 293.305938432 -- 
2015-07-03_00-08-41 -- 212.480333459 251.518398835 287.679703699 293.070112375 241.712347876 292.541764386 290.666455327 288.345153756 293.196178811 -- 
2015-07-03_00-10-45 -- 213.360002407 251.91113332 288.118074255 293.799446359 242.023803934 293.023270639 290.917248035 288.462353665 293.631910792 -- 
2015-07-03_00-11-36 -- 212.968228343 251.640275872 287.803816656 293.554336605 241.842398301 292.747062403 290.857831766 288.493814414 293.125620751 -- 
2015-07-03_00-12-10 -- 212.681531798 251.55019106 287.626703499 293.503680238 241.740501322 292.723339523 290.767182411 288.519253092 293.532564109 -- 
2015-07-03_00-14-50 -- 213.224540545 251.781834591 287.972407227 293.746145274 241.975455366 292.865261304 290.841691256 288.533464765 292.974930852 -- 
2015-07-03_00-15-41 -- 212.743961924 251.488137589 287.35575166 293.462111707 241.771588601 292.632931961 290.678628137 288.375096356 292.247257842 -- 
2015-07-03_00-16-15 -- 212.567510356 251.515929365 287.522201118 293.392574804 241.763115439 292.484111339 290.686513314 288.346846245 292.551001573 -- 
2015-07-03_00-18-18 -- 212.726784411 251.448961967 287.473411155 293.71434562 241.813452491 292.854842963 290.969385845 288.467615265 293.434692388 -- 
2015-07-03_00-18-52 -- 212.592503494 251.380780486 287.491482489 293.568307268 241.742240631 292.767791061 290.955451122 288.476518187 293.318515422 -- 
2015-07-03_00-19-25 -- 212.488083495 251.211222968 287.51660497 293.496576037 241.749215604 292.665598482 290.792241882 288.405666733 293.211048757 -- 
2015-07-03_00-22-05 -- 213.728854723 251.676456056 287.999635875 293.610167128 242.005541316 292.716276335 290.886619857 288.532301376 292.640326493 -- 
2015-07-03_00-22-39 -- 213.431522062 251.579142863 287.698403513 293.492901598 241.999409246 292.582220209 290.735207044 288.382038739 293.006087354 -- 
2015-07-03_00-23-30 -- 212.844810039 251.365114016 287.550316766 293.191540844 241.69977311 292.382623954 290.559018983 288.273611921 292.833010313 -- 
2015-07-03_00-26-10 -- 213.055835741 251.539529928 288.000427119 293.49504073 241.808811533 292.764114829 290.840703836 288.410312396 292.990451908 -- 
2015-07-03_00-27-02 -- 212.536435432 251.385836155 287.745543816 293.216186579 241.656950507 292.532278976 290.667490615 288.247365242 292.805752117 -- 
2015-07-03_00-27-53 -- 212.507274492 251.345447466 287.694524148 293.108841561 241.625625026 292.49005809 290.643751814 288.262582353 293.208897644 -- 
2015-07-03_00-29-57 -- 212.725270785 251.505507377 287.883659484 293.372022025 241.659717376 292.710359344 290.9268256 288.456751469 293.500264263 -- 
2015-07-03_00-30-31 -- 212.751780085 251.443675816 287.735711964 293.1852575 241.586300301 292.548756922 290.793829014 288.303511576 293.643754361 -- 
2015-07-03_00-31-05 -- 212.501417925 251.426153978 287.522578896 293.014710991 241.557773528 292.352203007 290.691624615 288.267705677 293.783465619 -- 
2015-07-03_00-33-27 -- 213.141626526 251.502187196 287.899050946 293.49862821 241.756976856 292.738882928 290.929813826 288.466456784 292.853337582 -- 
2015-07-03_00-34-00 -- 212.88434711 251.398663411 287.81860853 293.317895542 241.745171931 292.395647546 290.736595227 288.294943695 292.460960871 -- 
2015-07-03_00-34-52 -- 212.799527753 251.402554135 287.718758795 293.044310576 241.672754508 292.28254422 290.691065086 288.319910618 292.297349468 -- 
2015-07-03_00-37-49 -- 212.092351978 251.153200542 287.829319254 293.254868049 241.597953521 292.730901495 290.761652048 288.247100106 292.875364524 -- 
2015-07-03_00-38-23 -- 212.185696485 251.087286939 287.409912723 293.266336355 241.622630808 292.354272996 290.365395001 288.177269967 293.306918879 -- 
2015-07-03_00-39-14 -- 211.964291257 251.016466418 287.232368227 293.020089919 241.52428164 292.265003802 290.471706499 288.072917172 292.025248633 -- 
2015-07-03_00-41-17 -- 212.801646956 251.494074386 287.696904196 293.213088758 241.696764371 292.662689986 290.634138051 288.232820014 292.846875427 -- 
2015-07-03_00-42-09 -- 212.430254437 251.350412783 287.294444905 293.046090119 241.577356498 292.465338926 290.541428046 288.124851915 291.910282387 -- 
2015-07-03_00-43-01 -- 212.24695277 251.165189488 287.247352502 292.923217737 241.532480092 292.398724972 290.438780936 288.03443153 292.772877404 -- 
2015-07-03_00-45-22 -- 213.154642905 251.709174445 287.670468292 293.376510588 241.7881814 292.679704688 290.625955114 288.186864967 292.34143178 -- 
2015-07-03_00-46-14 -- 212.68524138 251.496246743 287.365843214 292.938048128 241.696561245 292.466950849 290.555796887 288.243010856 292.091696268 -- 
2015-07-03_00-47-05 -- 212.678914799 251.384834049 287.291530687 292.878124583 241.680385145 292.249841418 290.542057524 288.110819993 292.498505192 -- 
2015-07-03_00-49-45 -- 212.293247564 250.87482662 287.275442192 293.171135952 241.574595735 292.669517919 290.64357481 288.185310682 292.474596597 -- 
2015-07-03_00-50-18 -- 212.225830276 250.8866812 287.086975766 293.000133346 241.557261656 292.484989587 290.505819281 288.113303723 292.654286983 -- 
2015-07-03_00-50-52 -- 211.82412701 250.912597653 286.935229219 292.868400531 241.42696483 292.355588076 290.481373087 287.984704345 292.060835238 -- 
2015-07-03_00-53-32 -- 212.104193931 250.831535136 287.516098028 293.217166574 241.440031345 292.557763957 290.563517927 287.985954865 292.041366047 -- 
2015-07-03_00-54-06 -- 211.777118089 250.818736524 287.206209045 292.884958141 241.276457779 292.399024093 290.357267652 287.838618053 291.737338062 -- 
2015-07-03_00-54-39 -- 211.642161064 250.727035254 287.191442515 293.02205714 241.369986066 292.33789138 290.455346161 287.9024465 292.193286099 -- 
