Date open F0008 F0009 F0034 F0011 F0007 F0036 F0035 F0010 F0014 blank  
2015-07-03_00-57-37 -- 211.899457121 250.863713684 287.506234225 293.27613509 241.450529869 292.510285041 290.63857351 288.043712524 293.428494154 -- 
2015-07-03_00-58-29 -- 211.688853911 250.824398908 287.247502189 292.975237576 241.306393308 292.179772964 290.367777426 287.844901855 292.353297744 -- 
2015-07-03_00-59-20 -- 211.399187711 250.700899283 286.851769023 292.850401563 241.216070862 292.129451458 290.214677904 287.839132105 292.660651532 -- 
2015-07-03_01-01-24 -- 211.245278795 250.743432973 287.020667549 292.772691715 241.202522622 292.380852832 290.201300629 287.787723095 292.928918974 -- 
2015-07-03_01-01-57 -- 211.002243763 250.374211105 286.825587865 292.75903 241.024238795 292.177162224 290.138985955 287.807024195 292.589783581 -- 
2015-07-03_01-02-31 -- 210.908970344 250.44424461 286.916398364 292.765360004 241.136377949 292.131935671 290.162369938 287.816683697 292.461387866 -- 
2015-07-03_01-04-54 -- 211.944667814 250.843867154 287.50521701 293.210358964 241.309781782 292.666875194 290.538699406 287.971843747 293.106085308 -- 
2015-07-03_01-05-27 -- 211.44221802 250.648925296 287.025376359 292.997461105 241.138868309 292.329743908 290.322698164 287.72701114 291.718884126 -- 
2015-07-03_01-06-19 -- 211.07600713 250.503900139 286.980667481 292.865262492 241.031124071 292.233176435 290.152538962 287.689041836 291.795256626 -- 
2015-07-03_01-09-16 -- 211.417478919 250.707658101 287.169745125 293.043132377 241.126033179 292.573584216 290.452933304 287.759832074 293.153722886 -- 
2015-07-03_01-10-08 -- 210.902474202 250.46302324 286.663297362 292.864517293 240.936471744 292.100280376 290.164739427 287.61333118 292.244378745 -- 
2015-07-03_01-10-59 -- 210.744919596 250.252630612 286.501097684 292.751277872 240.924804899 292.151313938 290.209864743 287.538389092 292.557182568 -- 
2015-07-03_01-13-22 -- 210.952037925 250.47120105 286.954834955 292.927003495 240.949031581 292.115917633 290.374157966 287.697271247 294.151866601 -- 
2015-07-03_01-13-55 -- 210.421604861 250.254549205 286.599180389 292.619499653 240.898322063 291.975153696 290.160457298 287.506952252 293.850501077 -- 
2015-07-03_01-14-29 -- 210.68288476 250.437393823 286.735829513 292.8747769 240.944528374 291.964685684 290.039477889 287.521310995 294.591522551 -- 
2015-07-03_01-17-09 -- 210.863687155 250.545753703 287.040206526 293.110233305 241.075413598 292.212002015 290.164472884 287.574604132 294.933768497 -- 
2015-07-03_01-17-42 -- 210.595853359 250.459952403 286.75596615 292.935422688 240.97054516 292.106367773 289.761969427 287.453138275 294.853624526 -- 
2015-07-03_01-18-52 -- 210.44139638 250.36025575 286.57438044 292.935994035 240.945305627 292.017316486 289.862923133 287.507612928 295.512165077 -- 
2015-07-03_01-22-08 -- 215.187802359 252.257552475 287.158788269 293.163746369 241.672095273 292.361632073 290.323245518 287.717495565 289.326361518 -- 
2015-07-03_01-22-41 -- 210.575342917 250.293564969 286.63569621 292.9849139 240.867468408 291.986843022 290.054204655 287.596353363 292.917945179 -- 
2015-07-03_01-23-14 -- 210.764322391 250.203918785 286.523326122 292.766012454 240.827232413 291.971065679 290.052374619 287.549531584 292.933794971 -- 
2015-07-03_01-26-11 -- 210.809571263 250.262088717 287.03761854 292.980469522 240.993533993 292.284039525 290.403372709 287.560942895 292.959751849 -- 
2015-07-03_01-27-03 -- 210.268553557 250.017130671 286.655959044 292.714965914 240.803737437 292.135157721 290.113439943 287.493212896 292.889120921 -- 
2015-07-03_01-27-36 -- 209.971514197 249.840580039 286.48707129 292.667180781 240.670404001 291.652231809 290.112104246 287.346129833 292.56339843 -- 
2015-07-03_01-29-57 -- 210.165120415 249.890172579 286.856397181 292.980529726 240.711520209 292.377544422 290.236647245 287.544008598 293.017373596 -- 
2015-07-03_01-30-31 -- 209.776911126 249.819973846 286.254993915 292.692861433 240.558129147 292.096043062 289.922779185 287.372807694 292.894658109 -- 
2015-07-03_01-31-05 -- 209.733281666 249.694986782 286.359549265 292.642644731 240.51377293 292.074990857 289.8782775 287.172764444 292.687167628 -- 
2015-07-03_01-34-21 -- 209.829568196 249.772821936 286.580544777 292.968403305 240.619566938 292.260829366 289.980586646 287.232807532 292.107960775 -- 
2015-07-03_01-34-54 -- 209.477696022 249.744428501 286.548202181 292.950697881 240.584716418 292.082843387 289.822790031 287.235455125 291.93221461 -- 
2015-07-03_01-35-28 -- 209.616510216 249.733388526 286.533978602 292.741741018 240.451414093 291.974722916 289.906653727 287.195915189 291.609546375 -- 
2015-07-03_01-37-31 -- 210.20001746 249.845852279 286.700644922 293.201461318 240.653732722 292.282671051 290.04357789 287.222340859 292.133110393 -- 
2015-07-03_01-38-22 -- 209.808577457 249.66181565 286.255987378 292.793340732 240.461633371 292.003282371 289.880294011 287.152908411 292.562475578 -- 
2015-07-03_01-39-32 -- 209.832150843 249.634447342 286.181781505 292.419976554 240.397238387 291.583161635 289.792278705 287.007055778 291.877811348 -- 
2015-07-03_01-42-12 -- 209.708401255 249.451075885 286.396396118 292.840359285 240.491394917 292.160678545 289.878411788 287.013937194 292.685129415 -- 
2015-07-03_01-43-05 -- 209.285649897 249.380967732 286.007067636 292.608097518 240.362837217 291.941928149 289.736046753 286.929690457 292.351179337 -- 
2015-07-03_01-43-39 -- 209.141977875 249.275784268 286.07352227 292.53142768 240.359122798 291.946251305 289.688556393 286.904283768 292.37429692 -- 
2015-07-03_01-46-37 -- 208.889463523 249.345960337 286.254340053 292.682199772 240.303118656 292.053294573 289.749907693 286.861693392 288.621446668 -- 
2015-07-03_01-47-28 -- 208.458280478 249.18521016 285.973112482 292.525381961 240.223232315 291.904477243 289.541532905 286.809536564 291.053036383 -- 
2015-07-03_01-48-01 -- 208.778717575 249.331090614 285.96776688 292.503577286 240.239106113 291.875177443 289.556060989 286.836794409 291.657023127 -- 
2015-07-03_01-50-59 -- 208.769589453 249.206777845 286.343120465 292.752246548 240.191519725 292.161601512 289.720344917 286.854172209 292.399392678 -- 
2015-07-03_01-52-09 -- 208.834207405 249.037240023 286.019473451 292.551147255 240.163275551 291.818759067 289.603568554 286.760929384 292.44211924 -- 
2015-07-03_01-53-19 -- 208.377198193 249.010275881 285.81889834 292.39055325 240.028254579 291.651714905 289.500504953 286.644535832 291.418986562 -- 
2015-07-03_01-55-59 -- 209.066458997 249.109692696 286.131957832 292.681984543 240.338339582 291.948055791 289.760367426 286.850448576 288.740823668 -- 
2015-07-03_01-56-32 -- 208.746251025 249.034970644 285.942714693 292.347971054 240.204865921 291.816578625 289.456768506 286.739694559 291.95893662 -- 
2015-07-03_01-57-24 -- 208.77602124 249.044119746 285.897075046 292.454655161 240.14546868 291.507508599 289.436201683 286.710150156 291.586484873 -- 
2015-07-03_01-59-46 -- 208.977628057 249.247623127 286.290967257 292.666197492 240.314061829 291.90715996 289.656286791 286.932569694 292.356981811 -- 
2015-07-03_02-00-38 -- 208.911662448 249.215075257 286.079664943 292.367616371 240.274036878 291.732792696 289.537877739 286.78462884 292.132950092 -- 
2015-07-03_02-01-48 -- 208.45589485 249.039600897 285.97214754 292.244017553 240.083979828 291.767573637 289.4418438 286.616933309 292.102526459 -- 
2015-07-03_02-04-29 -- 208.004454568 248.713480924 285.977708305 292.713572375 239.875548707 292.034812281 289.574498663 286.4942195 292.346886152 -- 
2015-07-03_02-05-20 -- 207.000109188 248.370135605 285.331639373 292.491890611 239.675309641 291.659472323 289.278580544 286.342058947 292.522452452 -- 
2015-07-03_02-05-54 -- 207.142629842 248.397607638 285.540819627 292.345484549 239.622947543 291.581884445 289.137565138 286.204509928 291.437318159 -- 
2015-07-03_02-07-57 -- 207.25754984 248.315667516 285.597781182 292.543366161 239.668232461 291.929208733 289.394210243 286.411680229 292.587548023 -- 
2015-07-03_02-08-49 -- 206.854115172 248.090218518 285.440472212 292.280976103 239.508754826 291.550044553 289.155076807 286.167290812 291.56335918 -- 
2015-07-03_02-09-41 -- 206.714527207 248.131993787 285.244175805 292.2127289 239.546372276 291.552084749 289.084691664 286.164405084 291.783983015 -- 
2015-07-03_02-12-38 -- 207.202652953 248.144698333 285.423601722 292.458297744 239.481998138 291.665321125 289.086837516 286.143113549 291.717217294 -- 
2015-07-03_02-13-11 -- 206.67616185 248.019409062 285.306388134 292.336760208 239.369240727 291.618260863 289.140777215 286.002229662 291.960345788 -- 
2015-07-03_02-13-44 -- 206.332786514 248.030481731 285.23150479 292.234987882 239.290119394 291.429410683 289.037248896 285.960298101 289.109444278 -- 
2015-07-03_02-15-48 -- 207.559439841 248.5765656 285.802756371 292.433882882 239.596992058 291.694826824 289.338386121 286.349812255 292.466639291 -- 
2015-07-03_02-16-22 -- 207.467495164 248.358178606 285.582707037 292.25436351 239.577614524 291.524519509 289.171090578 286.24102795 291.890880179 -- 
2015-07-03_02-16-56 -- 207.136426286 248.443997001 285.321343794 292.31234232 239.538015503 291.508178594 289.19897456 286.302589129 291.993691906 -- 
2015-07-03_02-19-36 -- 208.00483093 248.599828234 285.712721825 292.528812881 239.854697943 291.920116483 289.484770462 286.403583895 291.984812677 -- 
2015-07-03_02-20-28 -- 207.296904408 248.275473453 285.299045845 292.231691089 239.609927946 291.658870179 289.149575625 286.248818561 292.126387495 -- 
2015-07-03_02-21-19 -- 207.025667948 248.200429302 285.300396532 291.88201319 239.459589732 291.330544228 289.138125468 286.053414853 290.902260808 -- 
2015-07-03_02-24-17 -- 207.167209556 248.10985281 285.674076121 292.493227467 239.572500289 291.64868061 289.257175172 286.121470583 292.037788923 -- 
2015-07-03_02-25-08 -- 206.524488739 248.034726887 285.197042805 292.123642917 239.498100156 291.514821836 289.13340893 286.015120597 291.642629073 -- 
2015-07-03_02-26-00 -- 206.430447778 248.01354819 285.027269538 291.956979502 239.36179633 291.360027842 289.002963404 285.891925279 291.223957685 -- 
2015-07-03_02-28-04 -- 207.127014585 248.395001768 285.610555494 292.32647218 239.696677511 291.886501069 289.423225965 286.162772844 292.377457252 -- 
2015-07-03_02-28-57 -- 206.509738556 248.18594186 285.16047909 292.072115943 239.451471323 291.604306328 289.131770366 285.984851185 292.02009808 -- 
2015-07-03_02-29-30 -- 206.295765911 247.935862486 285.051377807 291.973614057 239.371846431 291.600044706 289.225819561 285.964221064 289.477142423 -- 
2015-07-03_02-32-10 -- 207.149701838 248.188318009 285.567328836 292.297498403 239.57276912 291.883777327 289.452941723 286.155775292 292.606651661 -- 
2015-07-03_02-33-02 -- 206.313255584 247.983262041 285.222471614 292.239723793 239.466683163 291.586895451 289.159184097 285.986724447 292.47781379 -- 
2015-07-03_02-33-53 -- 206.389569789 247.755499761 284.954038003 291.999596381 239.277307099 291.246678136 288.877734874 285.863504107 292.171467342 -- 
2015-07-03_02-36-14 -- 206.469635369 247.931578237 285.274734289 292.294828137 239.242876782 291.518607618 289.023044701 285.850970901 291.510026336 -- 
2015-07-03_02-36-48 -- 206.116346185 247.832980722 284.981670425 292.13200324 239.199922604 291.314224791 288.875879884 285.781339563 291.166876265 -- 
2015-07-03_02-37-21 -- 205.865742708 247.720239944 284.765360432 291.955991159 239.055347873 291.208306086 288.653097244 285.682035802 291.549778881 -- 
2015-07-03_02-39-25 -- 206.065709048 247.882281496 285.095959502 292.251918164 239.26508084 291.576830895 289.073318155 285.917743508 291.730704259 -- 
2015-07-03_02-40-17 -- 205.842824998 247.630461049 284.599766415 291.825196499 239.019875818 291.223534593 288.707783286 285.603615475 292.092495972 -- 
2015-07-03_02-41-09 -- 205.692897779 247.562901151 284.502374076 291.776745794 238.97379437 291.104049988 288.695697418 285.638643962 291.250236204 -- 
2015-07-03_02-43-30 -- 206.448041809 247.799192434 285.21787658 292.209047074 239.197740423 291.63163312 289.143659266 285.835622565 288.94856953 -- 
2015-07-03_02-44-22 -- 206.004716052 247.585076525 284.917618811 291.94829436 239.091626612 291.233569631 288.833153417 285.721976832 291.808200787 -- 
2015-07-03_02-45-14 -- 205.866067199 247.520982788 284.866147597 291.918477541 239.045341053 291.185613214 288.795654705 285.692600188 291.791993358 -- 
2015-07-03_02-48-10 -- 206.534802824 247.675820281 285.331305931 292.157417305 239.17311245 291.510379241 288.757618137 285.669074122 291.299593216 -- 
2015-07-03_02-48-44 -- 206.177130634 247.376916689 284.999061641 291.941659999 239.072569458 291.577562425 288.883021741 285.537906943 290.999629843 -- 
2015-07-03_02-49-17 -- 205.800530612 247.366089863 284.70948185 291.878065661 238.976276862 291.453912149 288.73029401 285.486473363 290.838919088 -- 
2015-07-03_02-51-19 -- 205.219543753 247.160424037 284.831748098 292.088742483 238.943427294 291.535249251 288.840261197 285.219608577 291.152303271 -- 
2015-07-03_02-51-52 -- 204.555396786 246.909985931 284.365589841 291.86426887 238.719975592 291.371390315 288.561105313 285.234052997 290.889683626 -- 
2015-07-03_02-52-44 -- 204.761718451 247.023261776 284.399754312 291.841121482 238.788830928 290.957112338 288.380757616 285.134176718 290.42472425 -- 
2015-07-03_02-54-47 -- 205.784840606 247.408961501 284.744240144 292.218322462 239.008304883 291.330967992 288.797282102 285.593296878 292.056963005 -- 
2015-07-03_02-55-38 -- 205.92584433 247.514280175 284.663914922 291.807167276 238.993277737 291.218968239 288.619422732 285.544447132 291.722990062 -- 
2015-07-03_02-56-30 -- 205.767297493 247.389077041 284.514419555 291.811149142 238.994274915 291.192261503 288.500504048 285.47083032 291.231642979 -- 
2015-07-03_02-59-29 -- 205.396893461 247.107616733 284.763564568 292.181129874 238.922945972 291.395596508 288.483759905 285.289739448 291.120156169 -- 
2015-07-03_03-00-02 -- 205.100602664 247.056468318 284.362817574 291.933450531 238.761511822 291.198837869 288.380902227 285.114922342 291.423457983 -- 
2015-07-03_03-00-35 -- 204.867220739 246.963377329 284.313274717 291.854537609 238.646635568 291.111799026 288.253510361 284.947267103 291.370507753 -- 
2015-07-03_03-02-38 -- 204.382676817 246.748182068 284.217950784 292.071443632 238.642622587 291.264829066 288.456872621 285.14843442 291.107576484 -- 
2015-07-03_03-03-12 -- 204.850623605 246.963422235 284.22107659 291.766490956 238.654375025 290.963469779 288.297610625 285.206656856 290.916945612 -- 
2015-07-03_03-03-45 -- 205.137304562 247.140540219 284.357302224 291.748843064 238.813035025 291.026277541 288.393958017 285.300446348 290.644700194 -- 
2015-07-03_03-05-49 -- 205.790568447 247.436726524 284.453812676 292.01660056 238.858419673 291.17751671 288.670878615 285.417954991 291.200090346 -- 
2015-07-03_03-06-41 -- 205.379263437 247.261983586 284.48628383 291.803691893 238.72515334 291.025580388 288.480164224 285.385958403 290.959505746 -- 
2015-07-03_03-07-33 -- 205.441603127 247.08202618 284.376084967 291.627673271 238.67829475 290.856260277 288.226469801 285.232374464 291.222262174 -- 
2015-07-03_03-10-13 -- 204.978644045 247.064363565 284.58643426 291.947990445 238.520966063 291.218246919 288.382757458 285.063947731 291.539422905 -- 
2015-07-03_03-10-47 -- 204.357149605 246.86862336 284.307106235 291.768857576 238.470137695 291.055377562 288.216035572 285.041897146 291.038359718 -- 
2015-07-03_03-11-38 -- 204.679154939 246.960769332 284.345807731 291.698868728 238.50628852 291.022748017 288.175087713 284.979806626 291.630210409 -- 
2015-07-03_03-13-41 -- 205.239875169 247.124947218 284.711826211 291.869083903 238.754305711 291.129632147 288.416836641 285.312366234 291.499795281 -- 
2015-07-03_03-14-33 -- 205.771774011 247.45283904 284.820004788 291.556448274 238.865317647 291.105226994 288.647846401 285.446622606 291.424367893 -- 
2015-07-03_03-15-24 -- 205.478449074 247.241768835 284.464449743 291.501697685 238.655435105 290.763221067 288.270329544 285.186543902 291.983448982 -- 
2015-07-03_03-17-28 -- 206.121465262 247.52252133 284.770303726 291.858785106 239.001407901 291.208502109 288.675524439 285.497320319 291.589852706 -- 
2015-07-03_03-18-01 -- 205.745123417 247.340940075 284.511460558 291.573163626 238.916898235 291.230801273 288.676074951 285.368271877 292.411284287 -- 
2015-07-03_03-18-53 -- 205.14781819 246.98130527 284.398342485 291.755007105 238.687117879 291.040584613 288.349306648 285.101148979 291.215205117 -- 
2015-07-03_03-21-13 -- 205.281231937 247.072529889 284.565375472 292.031061191 238.916723683 291.196572766 288.552448636 285.313877783 291.26111709 -- 
2015-07-03_03-21-47 -- 204.900607486 247.041931612 284.241461573 291.625166637 238.731210727 290.956582457 288.315578054 285.032142402 290.7928981 -- 
2015-07-03_03-22-21 -- 204.456035992 246.879901845 284.173743742 291.649382468 238.647604138 290.877752684 288.380449569 285.097546785 291.485812096 -- 
2015-07-03_03-24-42 -- 205.241945213 247.196553529 284.517041609 291.695172529 238.858373606 291.125100665 288.534617257 285.261449847 291.0007427 -- 
2015-07-03_03-25-16 -- 205.326595531 247.140530905 284.251006757 291.734303229 238.730813081 291.003752742 288.383285687 285.064695181 291.251746622 -- 
2015-07-03_03-25-49 -- 205.050441932 247.066470489 284.256085146 291.761540308 238.743316862 290.94233702 288.382817109 285.124976388 291.182549885 -- 
2015-07-03_03-28-45 -- 205.162174923 246.969064517 284.220993931 292.027630268 238.795248178 291.370759603 288.636174575 285.20292822 290.90186446 -- 
2015-07-03_03-29-37 -- 204.705298105 246.8909806 283.95906304 291.647489988 238.661504693 290.840971137 288.340453838 285.03605442 290.587879613 -- 
2015-07-03_03-30-29 -- 205.17846459 247.031658832 284.175508028 291.487247679 238.779221379 290.912621705 288.344285033 285.150133244 289.861132525 -- 
2015-07-03_03-33-09 -- 205.505294719 247.293415561 284.609288219 291.756346142 238.886751273 291.115541825 288.56421355 285.310398217 291.171461657 -- 
2015-07-03_03-33-43 -- 205.235896883 247.104275365 284.359550573 291.396585437 238.720482508 290.845352552 288.355943226 285.255457847 290.859486034 -- 
2015-07-03_03-34-35 -- 205.432380883 247.02253206 284.345912371 291.477383007 238.754769176 290.661556473 288.194714141 285.227204389 290.730156042 -- 
2015-07-03_03-36-56 -- 206.035654631 247.267761418 284.566232645 291.565906949 238.716947571 290.561310745 288.249878447 285.210701189 291.104496792 -- 
2015-07-03_03-37-48 -- 205.782103301 247.17717305 284.326571057 291.309873298 238.655552252 290.640532534 288.100188191 285.121237312 290.39745055 -- 
2015-07-03_03-38-21 -- 205.881078346 247.278661079 284.413121831 291.250990601 238.67051955 290.443462466 288.047402429 285.074185239 290.756726939 -- 
2015-07-03_03-41-01 -- 206.224303526 247.364271423 284.594086354 291.441440991 238.751207575 290.93795796 288.165221042 285.10180149 290.537170851 -- 
2015-07-03_03-41-52 -- 205.132504364 246.998679683 284.266346275 291.390289001 238.558018803 290.670392308 288.023149475 285.050856441 290.580708652 -- 
2015-07-03_03-42-44 -- 205.324782473 247.008031923 284.210015842 291.253235003 238.615464969 290.631757886 288.067364123 285.026648748 290.090842554 -- 
2015-07-03_03-44-48 -- 205.963314103 247.328908914 284.522403397 291.568053138 238.723694101 291.001353935 288.318613044 285.093400481 291.379462926 -- 
2015-07-03_03-45-22 -- 205.391791667 247.145809394 284.340691706 291.372902567 238.547572404 290.709850747 288.104334079 285.00186454 290.773966882 -- 
2015-07-03_03-45-56 -- 205.184898085 247.114814938 284.186452624 291.237838968 238.52775135 290.644377001 288.178871828 284.912210333 290.83274423 -- 
2015-07-03_03-48-01 -- 206.212064548 247.709934482 284.849455778 291.589631664 238.861689152 290.910620106 288.459514893 285.305519558 290.842782442 -- 
2015-07-03_03-48-52 -- 205.775213338 247.474054041 284.384893713 291.247653717 238.730385701 290.625006871 288.241313713 284.997105469 289.963852833 -- 
2015-07-03_03-49-26 -- 205.318759028 247.156646668 284.130321479 291.136857069 238.46323925 290.520881184 288.024165667 284.78631082 290.068842652 -- 
2015-07-03_03-53-00 -- 205.86046628 247.113045281 284.350763451 291.430454451 238.783189897 290.82960546 288.397478086 285.061925399 290.140394023 -- 
2015-07-03_03-53-34 -- 205.196317049 246.892273149 284.086885941 291.283952888 238.663473953 290.574955813 288.180514829 284.987990812 290.085768875 -- 
2015-07-03_03-54-07 -- 205.123452908 246.843989183 283.942193671 291.085832619 238.550836455 290.457572811 288.105777103 284.877643396 289.993107546 -- 
2015-07-03_03-56-11 -- 204.72006708 246.673200569 283.99813181 291.293679856 238.451327555 290.79658456 288.082877775 284.794081233 290.987764279 -- 
2015-07-03_03-56-44 -- 204.281148218 246.588209108 283.87016196 291.273939663 238.31286305 290.555657195 287.92665516 284.683517252 290.898417366 -- 
2015-07-03_03-57-18 -- 204.264827705 246.491339256 283.727337301 291.065287778 238.247523409 290.360014874 287.862187804 284.625826898 290.729204571 -- 
2015-07-03_04-00-17 -- 205.116991989 246.902251148 284.306170428 291.552906686 238.567331503 290.80927876 288.524468071 285.040779298 290.813488388 -- 
2015-07-03_04-01-09 -- 205.302725698 247.021871 284.232566495 291.306502818 238.617135669 290.656244237 288.258860188 285.02265133 290.657783526 -- 
2015-07-03_04-02-00 -- 205.256645353 247.036429146 284.203339637 291.266538027 238.545340172 290.404982021 288.111637637 284.780335629 289.839574344 -- 
2015-07-03_04-04-58 -- 206.1404816 247.285983621 284.463753734 291.547559619 238.593042807 290.704129362 288.408669606 285.049630474 290.60257529 -- 
2015-07-03_04-05-31 -- 205.942725821 247.207424495 284.287786103 291.314199154 238.478889025 290.512011036 288.254008527 285.001572393 290.582569377 -- 
2015-07-03_04-06-05 -- 205.910632459 247.232183659 284.092677535 291.165744024 238.41503081 290.310737463 288.118862427 284.85678201 290.16061611 -- 
2015-07-03_04-08-26 -- 206.935493916 247.674093102 284.738461939 291.385432013 238.861990628 290.623430384 288.342936317 285.137257733 289.966316619 -- 
2015-07-03_04-09-17 -- 206.171886708 247.303631759 284.325386351 290.983870315 238.630042197 290.283286651 288.107967121 284.893826804 289.358679399 -- 
2015-07-03_04-09-51 -- 206.261762359 247.388938681 284.472185273 291.13424203 238.670418501 290.410921202 288.166618721 284.978848937 289.975212675 -- 
2015-07-03_04-12-49 -- 206.954380128 247.686041243 285.015947747 291.463280318 238.939565863 290.717357359 288.422657369 285.350859227 291.313796559 -- 
2015-07-03_04-13-23 -- 206.333665685 247.392951963 284.558870755 291.085172839 238.752924726 290.488269474 288.254601929 285.17366836 291.245540039 -- 
2015-07-03_04-14-33 -- 206.444688325 247.42045755 284.401944825 290.857940432 238.955131136 290.231257162 288.082632056 285.265501404 290.651374872 -- 
2015-07-03_04-16-55 -- 206.06235164 247.324251384 284.447609866 291.314429569 238.700119736 290.596480787 288.132370556 284.85143191 290.618421042 -- 
2015-07-03_04-17-28 -- 205.269518066 246.904910176 283.86132912 290.873102119 238.518411718 290.195865579 287.945200661 284.734289669 290.638027299 -- 
2015-07-03_04-18-01 -- 205.369736647 247.015657216 283.820496967 290.749052394 238.555839133 290.112488997 287.806692739 284.723655171 290.076345876 -- 
2015-07-03_04-20-05 -- 205.938601639 247.236360922 284.239680477 291.186281348 238.725664999 290.671924632 288.182969475 284.851887425 290.45052434 -- 
2015-07-03_04-20-38 -- 205.682391544 247.217345282 284.08591803 291.010658624 238.711034405 290.307271935 287.956752804 284.812619359 290.284609816 -- 
2015-07-03_04-21-30 -- 205.665655881 247.077956154 283.947731902 290.790453813 238.615049545 290.323774622 287.940098955 284.931800019 289.81641078 -- 
2015-07-03_04-24-28 -- 205.950799828 246.942117797 284.392898539 291.195927079 238.676906445 290.517272246 288.212858372 284.96627503 290.802326538 -- 
2015-07-03_04-25-01 -- 206.083653092 247.269625331 284.3544771 291.085375625 238.698536989 290.456134041 288.228309323 284.981909472 290.827895147 -- 
2015-07-03_04-26-30 -- 205.192549425 246.848946878 283.915411551 290.667434148 238.407927167 289.98207576 287.789226647 284.788817355 290.621735148 -- 
2015-07-03_04-29-10 -- 205.991873436 247.159664783 284.354304344 291.003938214 238.62946188 290.28555961 288.193477748 284.769650697 291.234486848 -- 
2015-07-03_04-30-01 -- 206.059216545 247.277399546 284.313418185 290.704184855 238.646997717 290.254402337 288.06371341 284.83409056 291.270289004 -- 
2015-07-03_04-30-53 -- 206.088210468 247.257394971 284.160050381 290.585660348 238.577229449 290.029036709 287.886140261 284.737570074 291.683976258 -- 
2015-07-03_04-33-51 -- 206.51251039 247.379331988 284.461768227 290.958633998 238.819826532 290.548051627 288.253126681 285.024590864 290.968791167 -- 
2015-07-03_04-34-42 -- 205.894849291 247.148624741 284.140030646 290.80284723 238.622491227 290.274242228 287.942308794 284.897228442 290.839062862 -- 
2015-07-03_04-35-16 -- 206.035621985 247.205956671 284.16057094 290.803948338 238.671513295 290.197624312 287.965145808 284.806009283 289.863187212 -- 
2015-07-03_04-38-15 -- 205.394383236 246.919902081 283.977496231 290.719673003 238.507142942 290.401282175 287.92451129 284.640410753 289.136017151 -- 
2015-07-03_04-38-48 -- 205.163965285 246.872685054 283.791013433 290.694436585 238.451195046 290.25308044 287.746673957 284.674183262 289.97198673 -- 
2015-07-03_04-39-40 -- 205.381521537 246.954683605 283.778988579 290.457645969 238.440331335 290.019646526 287.672394633 284.703229398 286.790234339 -- 
2015-07-03_04-42-37 -- 205.970327102 247.330297852 284.417872889 290.968396527 238.683288222 290.541870626 287.986490476 284.894443827 290.762679039 -- 
2015-07-03_04-43-47 -- 204.990382706 246.813571942 283.742183076 290.542669078 238.333049142 290.113645246 287.468894011 284.396658062 289.545152691 -- 
2015-07-03_04-44-20 -- 205.060973378 246.872921978 283.751899152 290.499330229 238.332579194 290.151695708 287.616696352 284.382956783 289.942713742 -- 
2015-07-03_04-47-02 -- 204.993842889 246.576550538 283.592291893 290.820515264 238.179980013 290.237355349 287.370550551 284.012887672 289.256075765 -- 
2015-07-03_04-47-35 -- 204.644967455 246.512111613 283.415095755 290.521521705 238.162840402 290.112847935 287.403527117 284.101633135 289.760468231 -- 
2015-07-03_04-48-45 -- 204.810065688 246.573141945 283.345085542 290.547965079 238.21820848 290.085850285 287.366142988 284.16369021 286.068002558 -- 
2015-07-03_04-51-24 -- 205.257363392 246.793140634 283.80402115 290.704693291 238.403480785 290.242437258 287.629041035 284.365859264 289.832607813 -- 
2015-07-03_04-52-16 -- 205.073350442 246.582215177 283.491458933 290.408265709 238.28119253 289.989577842 287.459397721 284.196432272 289.674664838 -- 
2015-07-03_04-53-08 -- 204.890978659 246.642853126 283.359287336 290.399638346 238.293736136 289.795410883 287.473098097 284.242611984 289.112062657 -- 
2015-07-03_04-56-06 -- 205.829878835 246.913467527 284.022349883 290.704024943 238.571970648 290.125680468 287.770523601 284.499722149 290.157291071 -- 
2015-07-03_04-56-58 -- 205.094279926 246.711262423 283.6322616 290.36336417 238.37636784 289.799659331 287.417869542 284.289696057 289.734230077 -- 
2015-07-03_04-58-08 -- 204.751582558 246.631456373 283.593212658 290.486771435 238.288934686 289.865977466 287.30763858 284.147185252 289.876625868 -- 
2015-07-03_05-00-11 -- 205.077745801 246.722381827 283.771325216 290.714647801 238.311560495 290.049013509 287.494139565 284.344026974 289.87554834 -- 
2015-07-03_05-00-45 -- 204.832300102 246.596390753 283.499533528 290.478969544 238.169512245 289.979580085 287.305900926 284.199501914 289.752311303 -- 
2015-07-03_05-01-36 -- 204.439487105 246.419076284 283.313542033 290.379800425 238.046334721 289.896602381 287.369244032 284.066022446 289.723213529 -- 
2015-07-03_05-04-16 -- 205.059037283 246.802032089 283.514292768 290.655616726 238.280006841 290.14668506 287.613392734 284.40301522 289.395051929 -- 
2015-07-03_05-05-07 -- 204.803557334 246.66207465 283.337822679 290.443503256 238.154005673 290.021675229 287.495009925 284.259747729 289.191363486 -- 
2015-07-03_05-05-59 -- 204.59652396 246.587543677 283.175132705 290.402475186 238.05822923 289.937370288 287.465660766 284.217253576 289.21938536 -- 
2015-07-03_05-08-03 -- 204.440037869 246.566550533 283.374671394 290.664653183 238.170251124 290.340007397 287.7283722 284.212183151 289.650646374 -- 
2015-07-03_05-08-37 -- 204.096392281 246.522834532 283.347075525 290.690495644 238.039295932 290.029636007 287.451460209 284.109349672 289.35670879 -- 
