MS Elapsed,Bolo T,stddev,BB HBB Top,stddev,BB HBB Bottom,stddev,BB HBB Apex,stddev,BB HBB Avg,stddev,BB ABB Top,stddev,BB ABB Bottom,stddev,BB ABB Apex,stddev,BB ABB Avg,stddev,T Ch0,stddev,T Ch1,stddev,T Ch2,stddev,T Ch3,stddev,T Ch4,stddev,T Ch5,stddev,T Ch6,stddev,RH% Ch7,stddev
10000,15.000,0.001,55.098,0.004,55.116,0.003,54.976,0.004,55.002,0.004,28.082,0.006,28.076,0.006,28.078,0.007,28.078,0.006,25.780,0.021,26.520,0.022,25.657,0.021,25.704,0.021,25.808,0.021,28.539,0.016,23.472,0.056,27.623,0.224
11000,15.002,0.001,55.100,0.004,55.114,0.004,54.974,0.004,55.002,0.004,28.082,0.006,28.076,0.006,28.078,0.007,28.078,0.006,25.781,0.021,26.522,0.022,25.658,0.021,25.705,0.021,25.808,0.021,28.540,0.016,23.548,0.057,27.622,0.225
12000,15.001,0.001,55.098,0.004,55.116,0.003,54.974,0.004,55.000,0.004,28.082,0.006,28.076,0.006,28.078,0.007,28.078,0.007,25.783,0.021,26.522,0.022,25.657,0.021,25.705,0.021,25.810,0.021,28.541,0.016,23.456,0.057,27.658,0.225
13000,15.000,0.001,55.098,0.004,55.114,0.004,54.978,0.004,55.004,0.003,28.082,0.006,28.078,0.007,28.078,0.007,28.078,0.007,25.782,0.021,26.523,0.022,25.659,0.021,25.705,0.021,25.809,0.021,28.541,0.016,23.451,0.057,27.692,0.226
14000,14.999,0.001,55.100,0.004,55.114,0.004,54.976,0.004,55.002,0.003,28.082,0.006,28.076,0.007,28.078,0.007,28.078,0.007,25.783,0.021,26.523,0.022,25.660,0.021,25.706,0.021,25.810,0.021,28.541,0.016,23.395,0.057,27.717,0.226
15000,15.000,0.001,55.102,0.004,55.114,0.004,54.976,0.004,55.002,0.003,28.082,0.006,28.076,0.006,28.078,0.007,28.078,0.007,25.783,0.021,26.524,0.022,25.660,0.021,25.707,0.021,25.811,0.021,28.541,0.016,23.426,0.057,27.728,0.225
16000,15.000,0.001,55.100,0.004,55.116,0.003,54.974,0.004,55.002,0.003,28.082,0.006,28.076,0.007,28.078,0.007,28.078,0.007,25.785,0.021,26.525,0.022,25.659,0.021,25.707,0.021,25.812,0.021,28.541,0.016,23.410,0.057,27.729,0.226
17000,14.999,0.001,55.100,0.004,55.116,0.003,54.974,0.004,55.000,0.003,28.084,0.006,28.078,0.007,28.078,0.007,28.080,0.007,25.784,0.021,26.525,0.022,25.661,0.021,25.708,0.021,25.811,0.021,28.541,0.016,23.383,0.057,27.727,0.226
18000,14.999,0.001,55.098,0.004,55.112,0.004,54.974,0.004,55.000,0.003,28.082,0.006,28.078,0.007,28.078,0.007,28.078,0.007,25.784,0.021,26.525,0.022,25.661,0.021,25.708,0.021,25.812,0.021,28.540,0.016,23.399,0.056,27.729,0.225
19000,15.000,0.001,55.100,0.004,55.114,0.003,54.972,0.004,55.000,0.003,28.084,0.006,28.078,0.007,28.078,0.007,28.080,0.007,25.785,0.021,26.527,0.022,25.662,0.021,25.708,0.021,25.813,0.021,28.541,0.016,23.424,0.056,27.735,0.225
20000,15.001,0.001,55.098,0.004,55.112,0.003,54.974,0.004,55.000,0.003,28.084,0.006,28.078,0.007,28.078,0.007,28.080,0.007,25.787,0.021,26.528,0.022,25.662,0.021,25.709,0.021,25.813,0.021,28.540,0.016,23.407,0.056,27.746,0.225
21000,14.999,0.001,55.100,0.003,55.114,0.003,54.974,0.004,55.002,0.003,28.084,0.006,28.078,0.007,28.078,0.007,28.080,0.007,25.787,0.021,26.528,0.022,25.663,0.021,25.710,0.021,25.814,0.021,28.540,0.016,23.403,0.055,27.751,0.225
22000,15.000,0.001,55.098,0.004,55.114,0.003,54.974,0.004,55.000,0.004,28.084,0.006,28.078,0.007,28.078,0.007,28.080,0.007,25.788,0.021,26.529,0.022,25.663,0.021,25.711,0.021,25.815,0.021,28.540,0.016,23.471,0.053,27.761,0.225
23000,15.000,0.001,55.100,0.003,55.114,0.003,54.974,0.004,55.002,0.003,28.084,0.006,28.078,0.007,28.080,0.007,28.080,0.007,25.788,0.021,26.529,0.023,25.665,0.021,25.712,0.021,25.814,0.021,28.540,0.016,23.601,0.055,27.770,0.225
24000,15.000,0.001,55.100,0.003,55.114,0.003,54.974,0.004,55.000,0.003,28.084,0.006,28.078,0.007,28.080,0.007,28.080,0.007,25.789,0.021,26.531,0.023,25.667,0.021,25.712,0.021,25.815,0.021,28.540,0.016,23.603,0.055,27.776,0.225
25000,15.002,0.001,55.098,0.003,55.112,0.003,54.974,0.004,55.000,0.004,28.084,0.006,28.078,0.007,28.080,0.007,28.080,0.007,25.789,0.021,26.532,0.023,25.666,0.021,25.713,0.021,25.815,0.021,28.541,0.016,23.548,0.055,27.776,0.224
26000,15.002,0.001,55.098,0.003,55.112,0.003,54.974,0.004,55.000,0.004,28.086,0.006,28.078,0.007,28.080,0.007,28.080,0.007,25.791,0.021,26.532,0.023,25.667,0.021,25.713,0.021,25.816,0.021,28.543,0.016,23.507,0.054,27.776,0.224
27001,15.001,0.001,55.098,0.003,55.114,0.003,54.974,0.004,55.000,0.004,28.086,0.006,28.080,0.007,28.080,0.007,28.080,0.007,25.790,0.021,26.532,0.023,25.667,0.021,25.713,0.021,25.818,0.021,28.544,0.016,23.445,0.054,27.782,0.224
28001,15.000,0.001,55.098,0.004,55.112,0.003,54.974,0.004,55.000,0.004,28.086,0.006,28.078,0.007,28.080,0.007,28.080,0.007,25.792,0.021,26.534,0.023,25.668,0.021,25.714,0.021,25.818,0.021,28.543,0.016,23.481,0.054,27.787,0.224
29001,14.998,0.001,55.098,0.003,55.116,0.003,54.974,0.004,55.000,0.004,28.086,0.007,28.080,0.007,28.080,0.007,28.080,0.007,25.792,0.021,26.534,0.023,25.668,0.021,25.716,0.021,25.818,0.021,28.543,0.016,23.430,0.054,27.788,0.224
30001,14.998,0.001,55.096,0.004,55.114,0.003,54.976,0.004,55.002,0.003,28.086,0.007,28.080,0.007,28.080,0.007,28.082,0.007,25.793,0.021,26.535,0.023,25.669,0.021,25.715,0.021,25.820,0.021,28.542,0.016,23.453,0.054,27.791,0.224
31001,14.999,0.001,55.098,0.004,55.114,0.003,54.974,0.004,55.000,0.003,28.086,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.794,0.021,26.535,0.023,25.669,0.021,25.716,0.021,25.820,0.021,28.544,0.016,23.526,0.054,27.804,0.224
32001,15.001,0.001,55.098,0.004,55.116,0.003,54.974,0.004,55.000,0.003,28.086,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.795,0.021,26.536,0.023,25.670,0.021,25.715,0.021,25.821,0.021,28.543,0.016,23.476,0.053,27.803,0.224
33001,15.002,0.001,55.098,0.004,55.114,0.003,54.974,0.004,55.000,0.003,28.086,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.794,0.021,26.537,0.023,25.670,0.021,25.718,0.021,25.821,0.021,28.544,0.016,23.482,0.053,27.797,0.223
34001,15.001,0.001,55.098,0.004,55.114,0.003,54.972,0.004,55.000,0.003,28.086,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.795,0.021,26.538,0.023,25.671,0.021,25.718,0.021,25.822,0.021,28.544,0.017,23.460,0.053,27.784,0.223
35001,15.001,0.001,55.096,0.004,55.112,0.003,54.970,0.004,54.998,0.004,28.086,0.007,28.082,0.007,28.082,0.007,28.082,0.007,25.795,0.021,26.538,0.023,25.671,0.021,25.718,0.021,25.822,0.021,28.546,0.017,23.532,0.053,27.767,0.222
36001,15.002,0.001,55.100,0.004,55.112,0.003,54.972,0.004,54.998,0.003,28.086,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.796,0.021,26.539,0.023,25.672,0.021,25.719,0.021,25.823,0.021,28.546,0.017,23.581,0.054,27.797,0.222
37001,15.002,0.001,55.096,0.004,55.116,0.003,54.974,0.004,55.000,0.003,28.086,0.006,28.082,0.007,28.082,0.007,28.082,0.007,25.797,0.021,26.540,0.023,25.673,0.021,25.719,0.021,25.823,0.021,28.547,0.017,23.538,0.054,27.810,0.222
38001,15.001,0.001,55.098,0.004,55.114,0.003,54.978,0.004,55.004,0.003,28.088,0.006,28.082,0.007,28.082,0.007,28.082,0.007,25.797,0.021,26.540,0.023,25.674,0.021,25.721,0.021,25.823,0.021,28.548,0.017,23.596,0.055,27.827,0.222
39001,15.001,0.001,55.096,0.004,55.110,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.082,0.007,28.082,0.007,28.084,0.007,25.798,0.021,26.541,0.023,25.674,0.021,25.722,0.021,25.824,0.021,28.550,0.017,23.600,0.056,27.843,0.222
40001,15.000,0.001,55.098,0.004,55.110,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.080,0.007,28.082,0.007,28.082,0.007,25.798,0.021,26.541,0.023,25.675,0.021,25.721,0.021,25.825,0.021,28.551,0.017,23.431,0.056,27.842,0.223
41001,15.002,0.001,55.098,0.004,55.112,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.082,0.007,28.082,0.007,28.084,0.007,25.800,0.021,26.542,0.023,25.675,0.021,25.721,0.021,25.826,0.021,28.551,0.017,23.488,0.056,27.838,0.223
42001,14.999,0.001,55.096,0.004,55.112,0.003,54.972,0.004,54.998,0.004,28.088,0.007,28.082,0.007,28.082,0.007,28.084,0.007,25.800,0.021,26.544,0.023,25.676,0.021,25.723,0.021,25.827,0.021,28.552,0.017,23.501,0.056,27.831,0.223
43001,15.000,0.001,55.098,0.004,55.112,0.003,54.972,0.004,54.998,0.004,28.088,0.007,28.082,0.007,28.084,0.007,28.084,0.007,25.801,0.021,26.544,0.023,25.677,0.021,25.723,0.021,25.827,0.021,28.551,0.017,23.528,0.056,27.846,0.223
44001,14.999,0.001,55.098,0.004,55.110,0.003,54.974,0.004,55.000,0.003,28.088,0.007,28.082,0.007,28.084,0.007,28.084,0.007,25.801,0.021,26.544,0.023,25.677,0.021,25.724,0.021,25.828,0.021,28.553,0.017,23.412,0.057,27.856,0.222
45001,15.000,0.001,55.096,0.004,55.110,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.082,0.007,28.082,0.007,28.084,0.007,25.801,0.021,26.544,0.023,25.677,0.021,25.724,0.021,25.828,0.021,28.553,0.017,23.412,0.057,27.856,0.222
46001,15.000,0.001,55.096,0.004,55.112,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.801,0.021,26.545,0.023,25.678,0.021,25.724,0.021,25.828,0.021,28.553,0.017,23.430,0.056,27.865,0.221
47001,15.000,0.001,55.098,0.004,55.110,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.802,0.021,26.546,0.023,25.679,0.021,25.725,0.021,25.829,0.021,28.552,0.017,23.431,0.055,27.865,0.218
48001,15.001,0.001,55.096,0.004,55.112,0.003,54.970,0.004,54.996,0.003,28.088,0.007,28.082,0.007,28.084,0.007,28.084,0.007,25.803,0.021,26.547,0.023,25.679,0.021,25.726,0.021,25.830,0.021,28.553,0.017,23.414,0.055,27.872,0.215
49001,15.001,0.001,55.096,0.004,55.112,0.003,54.972,0.004,54.998,0.003,28.088,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.803,0.021,26.547,0.023,25.680,0.021,25.726,0.021,25.830,0.021,28.553,0.017,23.425,0.055,27.879,0.213
50001,15.000,0.001,55.098,0.004,55.112,0.003,54.970,0.004,54.998,0.003,28.090,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.805,0.021,26.548,0.023,25.680,0.021,25.727,0.021,25.830,0.021,28.554,0.017,23.466,0.055,27.886,0.210
51001,15.000,0.001,55.096,0.004,55.114,0.003,54.972,0.004,55.000,0.003,28.090,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.804,0.021,26.548,0.023,25.681,0.021,25.727,0.021,25.831,0.020,28.555,0.017,23.424,0.055,27.897,0.209
52001,15.001,0.001,55.094,0.004,55.110,0.003,54.972,0.004,54.998,0.003,28.090,0.007,28.084,0.007,28.084,0.007,28.084,0.007,25.805,0.021,26.550,0.023,25.681,0.021,25.728,0.021,25.832,0.021,28.555,0.016,23.410,0.055,27.906,0.208
53001,15.001,0.001,55.096,0.004,55.108,0.003,54.972,0.004,54.998,0.003,28.090,0.007,28.084,0.007,28.084,0.007,28.086,0.007,25.807,0.021,26.550,0.024,25.681,0.021,25.728,0.021,25.832,0.021,28.555,0.016,23.415,0.055,27.918,0.208
54001,15.000,0.001,55.100,0.003,55.112,0.003,54.972,0.004,55.000,0.003,28.090,0.007,28.084,0.007,28.086,0.007,28.086,0.007,25.807,0.021,26.549,0.024,25.682,0.021,25.729,0.021,25.833,0.021,28.555,0.016,23.385,0.055,27.916,0.208
55001,15.000,0.001,55.096,0.003,55.112,0.003,54.970,0.004,54.998,0.003,28.090,0.007,28.084,0.007,28.086,0.007,28.086,0.007,25.808,0.021,26.550,0.024,25.684,0.021,25.729,0.021,25.834,0.020,28.556,0.016,23.398,0.055,27.919,0.209
56002,15.000,0.001,55.096,0.003,55.110,0.003,54.970,0.004,54.996,0.003,28.090,0.007,28.084,0.007,28.086,0.007,28.086,0.007,25.807,0.021,26.551,0.024,25.684,0.021,25.730,0.021,25.834,0.020,28.555,0.016,23.433,0.055,27.914,0.209
57002,15.001,0.001,55.098,0.003,55.110,0.003,54.972,0.004,55.000,0.003,28.090,0.007,28.084,0.007,28.086,0.007,28.086,0.007,25.809,0.021,26.553,0.024,25.684,0.021,25.730,0.021,25.835,0.020,28.556,0.016,23.424,0.055,27.903,0.209
58002,15.001,0.001,55.094,0.004,55.112,0.003,54.970,0.004,54.998,0.003,28.090,0.007,28.084,0.007,28.086,0.007,28.086,0.007,25.809,0.021,26.553,0.024,25.684,0.021,25.732,0.021,25.835,0.020,28.556,0.016,23.368,0.056,27.892,0.210
59002,15.001,0.001,55.098,0.003,55.110,0.003,54.972,0.004,54.998,0.003,28.090,0.006,28.086,0.007,28.086,0.007,28.086,0.007,25.809,0.021,26.553,0.024,25.685,0.021,25.732,0.021,25.836,0.020,28.556,0.016,23.368,0.056,27.884,0.210
60002,15.000,0.001,55.098,0.003,55.112,0.003,54.972,0.004,54.998,0.003,28.092,0.006,28.086,0.007,28.086,0.007,28.086,0.007,25.810,0.021,26.555,0.024,25.686,0.021,25.733,0.021,25.836,0.020,28.557,0.016,23.401,0.056,27.889,0.211
61002,15.000,0.001,55.096,0.003,55.112,0.003,54.972,0.004,54.998,0.003,28.090,0.006,28.086,0.007,28.086,0.007,28.086,0.007,25.811,0.021,26.555,0.024,25.687,0.021,25.734,0.021,25.837,0.020,28.557,0.016,23.512,0.057,27.885,0.211
62002,14.999,0.001,55.096,0.003,55.112,0.003,54.972,0.004,54.998,0.003,28.092,0.006,28.086,0.007,28.086,0.007,28.088,0.007,25.811,0.021,26.556,0.024,25.688,0.021,25.734,0.021,25.838,0.020,28.559,0.016,23.405,0.057,27.891,0.211
63002,15.000,0.001,55.098,0.003,55.112,0.003,54.972,0.003,54.998,0.003,28.092,0.007,28.086,0.007,28.086,0.007,28.088,0.007,25.811,0.021,26.557,0.024,25.688,0.021,25.734,0.021,25.839,0.020,28.558,0.016,23.443,0.057,27.930,0.212
64002,15.000,0.001,55.094,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.092,0.007,28.086,0.007,28.088,0.007,28.088,0.007,25.812,0.021,26.558,0.024,25.689,0.021,25.735,0.021,25.839,0.020,28.558,0.016,23.424,0.057,27.942,0.212
65002,15.001,0.001,55.098,0.003,55.112,0.003,54.970,0.003,54.996,0.003,28.092,0.007,28.086,0.007,28.088,0.007,28.088,0.007,25.813,0.021,26.558,0.024,25.689,0.021,25.735,0.021,25.840,0.020,28.556,0.016,23.414,0.056,27.930,0.212
66002,15.001,0.001,55.094,0.003,55.110,0.003,54.974,0.003,54.998,0.003,28.092,0.007,28.086,0.007,28.088,0.007,28.088,0.007,25.813,0.021,26.558,0.024,25.690,0.021,25.736,0.021,25.840,0.020,28.557,0.016,23.488,0.056,27.913,0.212
67002,15.000,0.001,55.094,0.003,55.108,0.003,54.968,0.003,54.994,0.003,28.092,0.007,28.086,0.007,28.088,0.007,28.088,0.007,25.815,0.021,26.559,0.024,25.690,0.021,25.736,0.020,25.840,0.020,28.555,0.016,23.500,0.056,27.911,0.210
68002,15.000,0.001,55.096,0.003,55.110,0.003,54.970,0.003,54.998,0.003,28.094,0.007,28.086,0.007,28.088,0.007,28.088,0.007,25.815,0.021,26.560,0.024,25.691,0.021,25.737,0.020,25.841,0.020,28.554,0.016,23.464,0.056,27.921,0.209
69002,15.000,0.001,55.094,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.092,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.815,0.021,26.561,0.024,25.691,0.021,25.739,0.020,25.842,0.020,28.553,0.016,23.516,0.055,27.927,0.207
70002,15.000,0.001,55.096,0.003,55.110,0.003,54.972,0.003,54.998,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.816,0.021,26.560,0.024,25.692,0.021,25.739,0.020,25.842,0.020,28.552,0.016,23.364,0.056,27.920,0.204
71002,15.000,0.001,55.096,0.003,55.110,0.003,54.972,0.003,54.998,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.817,0.021,26.562,0.024,25.693,0.021,25.739,0.020,25.843,0.020,28.551,0.016,23.953,0.072,27.918,0.202
72002,15.000,0.001,55.096,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.817,0.021,26.562,0.024,25.693,0.021,25.739,0.020,25.843,0.020,28.550,0.016,23.687,0.075,27.928,0.200
73002,15.002,0.001,55.096,0.003,55.108,0.003,54.972,0.003,54.998,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.818,0.021,26.564,0.024,25.694,0.021,25.741,0.020,25.844,0.020,28.548,0.016,23.467,0.075,27.908,0.199
74002,15.000,0.001,55.096,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.007,25.818,0.021,26.563,0.024,25.694,0.021,25.741,0.020,25.846,0.020,28.549,0.016,23.674,0.077,27.861,0.199
75002,15.000,0.001,55.096,0.003,55.112,0.003,54.970,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.088,0.007,28.088,0.006,25.818,0.021,26.564,0.024,25.695,0.021,25.742,0.020,25.845,0.020,28.549,0.016,23.837,0.085,27.830,0.198
76002,15.000,0.001,55.098,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.088,0.006,28.088,0.006,25.819,0.021,26.565,0.024,25.695,0.021,25.742,0.020,25.846,0.020,28.550,0.016,23.901,0.094,27.868,0.198
77002,14.999,0.001,55.094,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.088,0.006,28.090,0.006,25.821,0.021,26.565,0.024,25.696,0.021,25.743,0.020,25.847,0.020,28.551,0.016,23.722,0.096,27.905,0.199
78002,15.001,0.001,55.096,0.003,55.110,0.003,54.968,0.003,54.994,0.003,28.094,0.007,28.088,0.007,28.090,0.006,28.090,0.006,25.821,0.021,26.567,0.024,25.697,0.021,25.744,0.020,25.847,0.020,28.552,0.016,23.643,0.098,27.924,0.200
79002,15.002,0.001,55.092,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.094,0.007,28.088,0.007,28.090,0.006,28.090,0.006,25.820,0.021,26.568,0.024,25.697,0.021,25.745,0.020,25.848,0.020,28.552,0.016,23.630,0.099,27.938,0.201
80002,15.002,0.001,55.096,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.094,0.007,28.090,0.007,28.090,0.006,28.090,0.006,25.822,0.021,26.568,0.024,25.697,0.021,25.745,0.020,25.848,0.020,28.555,0.016,23.618,0.099,27.952,0.202
81002,15.001,0.001,55.096,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.094,0.006,28.090,0.007,28.090,0.006,28.090,0.006,25.824,0.021,26.567,0.024,25.699,0.021,25.745,0.020,25.849,0.020,28.556,0.016,23.599,0.100,27.960,0.204
82002,15.000,0.001,55.094,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.094,0.006,28.090,0.007,28.090,0.006,28.090,0.006,25.822,0.021,26.570,0.024,25.699,0.021,25.745,0.020,25.849,0.020,28.557,0.015,23.643,0.101,27.962,0.205
83002,15.000,0.001,55.094,0.003,55.110,0.003,54.972,0.003,54.998,0.003,28.096,0.006,28.090,0.007,28.090,0.006,28.090,0.006,25.824,0.021,26.569,0.024,25.700,0.021,25.746,0.020,25.850,0.020,28.557,0.015,23.714,0.103,27.967,0.206
84002,15.001,0.001,55.094,0.003,55.110,0.003,54.968,0.003,54.994,0.003,28.096,0.007,28.090,0.007,28.090,0.006,28.090,0.006,25.824,0.021,26.571,0.024,25.701,0.021,25.747,0.020,25.850,0.020,28.558,0.015,23.604,0.103,27.967,0.208
85003,15.002,0.001,55.094,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.096,0.007,28.090,0.007,28.090,0.006,28.090,0.006,25.825,0.021,26.570,0.024,25.702,0.021,25.747,0.020,25.851,0.020,28.558,0.015,23.365,0.104,27.968,0.209
86003,15.000,0.001,55.094,0.003,55.108,0.003,54.968,0.003,54.994,0.003,28.096,0.007,28.090,0.007,28.090,0.006,28.090,0.006,25.826,0.021,26.573,0.024,25.702,0.021,25.747,0.020,25.851,0.020,28.559,0.015,23.456,0.104,27.966,0.209
87003,15.000,0.001,55.092,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.096,0.007,28.090,0.007,28.090,0.006,28.092,0.006,25.827,0.021,26.573,0.024,25.704,0.021,25.749,0.020,25.853,0.020,28.559,0.014,23.533,0.103,27.950,0.210
88003,15.000,0.001,55.094,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.096,0.007,28.090,0.007,28.092,0.006,28.092,0.006,25.827,0.021,26.573,0.024,25.703,0.021,25.749,0.020,25.854,0.020,28.561,0.014,23.712,0.105,27.933,0.210
89003,15.000,0.001,55.094,0.003,55.108,0.003,54.968,0.003,54.994,0.003,28.096,0.007,28.090,0.007,28.092,0.006,28.092,0.006,25.827,0.021,26.573,0.024,25.703,0.021,25.749,0.020,25.853,0.020,28.562,0.014,23.704,0.107,27.909,0.210
90003,14.999,0.001,55.094,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.096,0.007,28.090,0.007,28.092,0.006,28.092,0.006,25.829,0.021,26.574,0.024,25.703,0.021,25.751,0.020,25.854,0.020,28.563,0.014,23.779,0.110,27.902,0.210
91003,14.999,0.001,55.096,0.003,55.110,0.003,54.968,0.003,54.996,0.003,28.096,0.007,28.092,0.007,28.092,0.006,28.092,0.006,25.828,0.021,26.574,0.024,25.705,0.021,25.751,0.020,25.854,0.020,28.564,0.013,23.788,0.113,27.894,0.210
92003,15.003,0.001,55.094,0.003,55.108,0.003,54.968,0.003,54.994,0.003,28.096,0.007,28.090,0.007,28.092,0.006,28.092,0.006,25.829,0.021,26.576,0.024,25.705,0.021,25.751,0.020,25.855,0.020,28.565,0.013,23.743,0.115,27.888,0.209
93003,15.002,0.001,55.094,0.003,55.108,0.003,54.966,0.003,54.994,0.003,28.098,0.007,28.090,0.006,28.092,0.006,28.092,0.006,25.830,0.021,26.575,0.024,25.706,0.021,25.752,0.020,25.856,0.020,28.566,0.013,23.727,0.117,27.879,0.207
94003,15.000,0.001,55.096,0.003,55.110,0.003,54.968,0.003,54.994,0.003,28.096,0.006,28.092,0.006,28.092,0.006,28.092,0.006,25.831,0.021,26.576,0.024,25.707,0.021,25.753,0.020,25.857,0.020,28.566,0.012,23.766,0.120,27.871,0.205
95003,14.998,0.001,55.096,0.003,55.108,0.003,54.966,0.003,54.992,0.003,28.098,0.006,28.092,0.006,28.092,0.006,28.092,0.006,25.831,0.021,26.576,0.024,25.707,0.021,25.754,0.020,25.856,0.020,28.568,0.012,23.541,0.120,27.872,0.204
96003,14.998,0.001,55.094,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.098,0.007,28.092,0.006,28.092,0.006,28.092,0.006,25.831,0.021,26.577,0.024,25.708,0.021,25.754,0.020,25.858,0.020,28.568,0.011,23.563,0.120,27.881,0.202
