MS Elapsed,Bolo T,stddev,BB HBB Top,stddev,BB HBB Bottom,stddev,BB HBB Apex,stddev,BB HBB Avg,stddev,BB ABB Top,stddev,BB ABB Bottom,stddev,BB ABB Apex,stddev,BB ABB Avg,stddev,T Ch0,stddev,T Ch1,stddev,T Ch2,stddev,T Ch3,stddev,T Ch4,stddev,T Ch5,stddev,T Ch6,stddev,RH% Ch7,stddev
0,15.000,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.676,0.013,27.351,0.012,26.558,0.013,26.582,0.012,26.693,0.012,28.472,0.047,24.143,0.108,28.079,0.133
999,15.000,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.677,0.013,27.352,0.012,26.558,0.013,26.583,0.012,26.694,0.012,28.471,0.046,24.144,0.107,28.076,0.132
1999,15.002,0.001,55.094,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.677,0.013,27.354,0.012,26.558,0.013,26.582,0.012,26.693,0.012,28.471,0.046,24.038,0.107,28.072,0.132
2999,15.000,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.677,0.013,27.354,0.012,26.559,0.013,26.583,0.012,26.694,0.012,28.470,0.045,24.006,0.107,28.075,0.132
3999,14.999,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.676,0.013,27.353,0.012,26.559,0.013,26.583,0.012,26.695,0.012,28.470,0.045,24.044,0.107,28.067,0.132
4999,15.000,0.001,55.098,0.003,55.112,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.678,0.013,27.353,0.012,26.560,0.013,26.583,0.012,26.694,0.012,28.471,0.045,24.193,0.104,28.068,0.131
6000,15.001,0.001,55.094,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.678,0.013,27.354,0.012,26.560,0.013,26.583,0.012,26.695,0.012,28.471,0.044,24.068,0.103,28.066,0.130
7000,15.000,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.346,0.003,26.678,0.013,27.354,0.012,26.561,0.013,26.584,0.012,26.695,0.012,28.470,0.044,24.034,0.102,28.068,0.130
8000,15.000,0.001,55.096,0.003,55.110,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.678,0.013,27.354,0.012,26.560,0.013,26.585,0.012,26.695,0.012,28.470,0.043,24.140,0.101,28.063,0.128
9000,15.002,0.001,55.096,0.003,55.108,0.003,54.970,0.003,54.998,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.679,0.013,27.356,0.012,26.561,0.013,26.585,0.012,26.696,0.012,28.470,0.043,24.210,0.101,28.059,0.128
10000,14.999,0.001,55.094,0.003,55.106,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.681,0.013,27.355,0.012,26.561,0.013,26.585,0.012,26.696,0.012,28.470,0.042,24.154,0.100,28.054,0.127
11000,14.998,0.001,55.094,0.003,55.106,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.344,0.003,28.344,0.003,26.679,0.013,27.355,0.012,26.561,0.013,26.585,0.012,26.696,0.012,28.468,0.042,24.069,0.100,28.053,0.127
12000,14.999,0.001,55.096,0.003,55.104,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.681,0.013,27.356,0.012,26.563,0.013,26.586,0.012,26.698,0.012,28.469,0.041,24.052,0.100,28.046,0.127
13000,15.000,0.001,55.096,0.003,55.106,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.681,0.013,27.356,0.012,26.562,0.013,26.586,0.012,26.697,0.012,28.467,0.040,24.068,0.100,28.054,0.127
14000,15.000,0.001,55.092,0.003,55.106,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.681,0.013,27.356,0.012,26.562,0.013,26.586,0.012,26.698,0.012,28.466,0.040,24.108,0.100,28.061,0.127
15000,15.001,0.001,55.094,0.004,55.106,0.003,54.968,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.680,0.013,27.357,0.012,26.563,0.013,26.587,0.012,26.699,0.012,28.463,0.039,23.962,0.100,28.068,0.127
16000,15.000,0.001,55.094,0.004,55.108,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.682,0.013,27.356,0.012,26.563,0.013,26.587,0.012,26.699,0.012,28.462,0.039,24.166,0.099,28.075,0.127
17000,15.001,0.001,55.094,0.004,55.108,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.682,0.013,27.358,0.012,26.563,0.013,26.588,0.012,26.700,0.012,28.461,0.038,24.140,0.098,28.079,0.127
18000,15.001,0.001,55.096,0.004,55.108,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.682,0.013,27.358,0.012,26.564,0.013,26.588,0.012,26.699,0.012,28.459,0.038,24.052,0.097,28.091,0.127
19000,15.000,0.001,55.094,0.004,55.106,0.003,54.970,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.683,0.013,27.359,0.012,26.564,0.013,26.589,0.012,26.700,0.012,28.458,0.037,24.067,0.096,28.099,0.127
20000,15.000,0.001,55.092,0.004,55.106,0.003,54.968,0.003,54.994,0.003,28.350,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.684,0.013,27.358,0.012,26.565,0.013,26.589,0.012,26.699,0.012,28.456,0.037,24.064,0.094,28.112,0.127
21000,15.000,0.001,55.094,0.004,55.104,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.682,0.013,27.359,0.012,26.565,0.013,26.589,0.012,26.700,0.012,28.454,0.036,24.115,0.090,28.120,0.127
22000,14.999,0.001,55.098,0.004,55.104,0.003,54.966,0.003,54.992,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.683,0.013,27.359,0.012,26.566,0.013,26.589,0.012,26.700,0.012,28.453,0.035,24.057,0.087,28.130,0.127
23000,15.000,0.001,55.092,0.004,55.104,0.003,54.970,0.003,54.994,0.003,28.350,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.684,0.013,27.359,0.012,26.566,0.013,26.589,0.012,26.701,0.012,28.452,0.035,23.972,0.082,28.130,0.127
24000,15.000,0.001,55.092,0.004,55.106,0.003,54.968,0.003,54.994,0.003,28.350,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.685,0.013,27.360,0.012,26.566,0.013,26.590,0.012,26.701,0.012,28.451,0.034,23.946,0.082,28.134,0.128
25000,15.000,0.001,55.094,0.004,55.106,0.003,54.968,0.003,54.994,0.003,28.348,0.003,28.346,0.003,28.346,0.003,28.346,0.003,26.684,0.013,27.361,0.012,26.567,0.013,26.590,0.012,26.701,0.012,28.451,0.034,23.927,0.081,28.140,0.128
26000,15.000,0.001,55.096,0.004,55.106,0.003,54.968,0.003,54.996,0.003,28.348,0.003,28.344,0.003,28.346,0.003,28.346,0.003,26.685,0.013,27.359,0.012,26.567,0.013,26.590,0.012,26.701,0.012,28.451,0.033,23.965,0.081,28.163,0.129
27000,15.002,0.001,55.092,0.004,55.106,0.003,54.966,0.003,54.992,0.003,28.350,0.003,28.346,0.003,28.346,0.003,28.346,0.003,26.685,0.013,27.361,0.012,26.567,0.013,26.592,0.012,26.702,0.012,28.450,0.032,23.873,0.083,28.186,0.129
28000,15.003,0.001,55.094,0.004,55.108,0.003,54.968,0.003,54.994,0.003,28.350,0.003,28.346,0.003,28.346,0.003,28.346,0.003,26.685,0.013,27.361,0.012,26.568,0.013,26.592,0.012,26.703,0.012,28.449,0.032,23.787,0.088,28.218,0.131
