Wavelengths (microns) Transmittance (%)
2.000	0.19
2.001	0.21
2.002	0.08
2.003	0.03
2.003	0.13
2.004	0.19
2.005	0.12
2.006	0.08
2.006	0.17
2.007	0.14
2.008	0.04
2.009	0.01
2.010	0.00
2.010	0.04
2.011	0.08
2.012	0.05
2.013	0.00
2.013	-0.03
2.014	0.04
2.015	0.15
2.016	0.19
2.017	0.17
2.017	0.11
2.018	0.06
2.019	0.07
2.020	0.10
2.020	0.11
2.021	0.14
2.022	0.21
2.023	0.22
2.024	0.16
2.024	0.13
2.025	0.09
2.026	0.02
2.027	0.03
2.028	0.10
2.028	0.11
2.029	0.09
2.030	0.13
2.031	0.14
2.032	0.16
2.032	0.22
2.033	0.19
2.034	0.07
2.035	0.01
2.036	0.01
2.036	0.04
2.037	0.10
2.038	0.10
2.039	0.01
2.040	0.01
2.040	0.09
2.041	0.16
2.042	0.21
2.043	0.18
2.044	0.05
2.044	-0.05
2.045	-0.01
2.046	0.06
2.047	0.13
2.048	0.16
2.048	0.16
2.049	0.12
2.050	0.05
2.051	-0.05
2.052	-0.05
2.052	0.07
2.053	0.14
2.054	0.14
2.055	0.12
2.056	0.07
2.057	0.05
2.057	0.04
2.058	0.10
2.059	0.11
2.060	0.05
2.061	0.03
2.061	0.03
2.062	0.09
2.063	0.15
2.064	0.12
2.065	0.08
2.066	0.09
2.066	0.12
2.067	0.14
2.068	0.19
2.069	0.20
2.070	0.09
2.071	-0.04
2.071	-0.06
2.072	0.02
2.073	0.14
2.074	0.24
2.075	0.25
2.076	0.19
2.076	0.18
2.077	0.20
2.078	0.16
2.079	0.11
2.080	0.11
2.081	0.10
2.081	0.04
2.082	0.01
2.083	0.04
2.084	0.05
2.085	0.04
2.086	0.08
2.086	0.14
2.087	0.14
2.088	0.07
2.089	0.04
2.090	0.10
2.091	0.15
2.091	0.17
2.092	0.19
2.093	0.17
2.094	0.11
2.095	0.08
2.096	0.09
2.096	0.06
2.097	0.02
2.098	0.09
2.099	0.13
2.100	0.13
2.101	0.14
2.102	0.17
2.102	0.17
2.103	0.10
2.104	0.05
2.105	0.06
2.106	0.09
2.107	0.12
2.108	0.15
2.108	0.12
2.109	0.08
2.110	0.09
2.111	0.09
2.112	0.06
2.113	0.05
2.114	0.09
2.114	0.19
2.115	0.22
2.116	0.18
2.117	0.13
2.118	0.04
2.119	0.06
2.120	0.10
2.121	0.12
2.121	0.12
2.122	0.12
2.123	0.13
2.124	0.14
2.125	0.15
2.126	0.13
2.127	0.04
2.127	0.02
2.128	0.08
2.129	0.12
2.130	0.08
2.131	0.02
2.132	-0.02
2.133	-0.04
2.134	0.00
2.134	0.03
2.135	0.04
2.136	0.07
2.137	0.09
2.138	0.08
2.139	0.04
2.140	0.05
2.141	0.08
2.142	0.06
2.142	0.04
2.143	0.04
2.144	0.06
2.145	0.06
2.146	0.04
2.147	0.06
2.148	0.10
2.149	0.14
2.150	0.15
2.150	0.13
2.151	0.09
2.152	0.05
2.153	0.02
2.154	0.03
2.155	0.04
2.156	0.01
2.157	0.01
2.158	0.09
2.158	0.15
2.159	0.11
2.160	0.06
2.161	0.06
2.162	0.10
2.163	0.16
2.164	0.21
2.165	0.21
2.166	0.10
2.167	-0.02
2.168	-0.04
2.168	0.02
2.169	0.04
2.170	0.06
2.171	0.11
2.172	0.09
2.173	0.01
2.174	-0.01
2.175	0.01
2.176	0.02
2.177	0.04
2.178	0.06
2.178	0.10
2.179	0.14
2.180	0.15
2.181	0.10
2.182	0.01
2.183	-0.01
2.184	0.05
2.185	0.11
2.186	0.14
2.187	0.16
2.188	0.13
2.189	0.07
2.189	0.02
2.190	0.03
2.191	0.07
2.192	0.06
2.193	0.04
2.194	0.05
2.195	0.07
2.196	0.03
2.197	0.02
2.198	0.08
2.199	0.04
2.200	-0.02
2.201	-0.07
2.202	-0.02
2.203	0.05
2.203	0.09
2.204	0.11
2.205	0.07
2.206	-0.01
2.207	-0.04
2.208	0.00
2.209	0.04
2.210	0.08
2.211	0.12
2.212	0.10
2.213	0.04
2.214	0.03
2.215	0.07
2.216	0.09
2.217	0.04
2.218	-0.02
2.219	-0.02
2.220	0.04
2.220	0.07
2.221	0.08
2.222	0.10
2.223	0.14
2.224	0.12
2.225	0.05
2.226	0.01
2.227	0.03
2.228	0.03
2.229	0.01
2.230	0.04
2.231	0.08
2.232	0.04
2.233	0.03
2.234	0.06
2.235	0.09
2.236	0.11
2.237	0.11
2.238	0.12
2.239	0.11
2.240	0.09
2.241	0.05
2.242	0.01
2.243	0.00
2.244	0.02
2.244	0.06
2.245	0.08
2.246	0.07
2.247	0.06
2.248	0.04
2.249	0.03
2.250	0.03
2.251	0.03
2.252	0.04
2.253	0.06
2.254	0.05
2.255	0.02
2.256	0.01
2.257	0.02
2.258	0.00
2.259	-0.03
2.260	-0.01
2.261	0.02
2.262	0.04
2.263	0.07
2.264	0.07
2.265	0.06
2.266	0.06
2.267	0.06
2.268	0.09
2.269	0.13
2.270	0.13
2.271	0.10
2.272	0.07
2.273	0.06
2.274	0.08
2.275	0.08
2.276	0.05
2.277	0.05
2.278	0.08
2.279	0.09
2.280	0.06
2.281	0.05
2.282	0.05
2.283	0.06
2.284	0.08
2.285	0.10
2.286	0.10
2.287	0.08
2.288	0.06
2.289	0.04
2.290	0.04
2.291	0.06
2.292	0.07
2.293	0.06
2.294	0.05
2.295	0.07
2.296	0.06
2.297	0.02
2.298	0.01
2.299	0.02
2.300	0.04
2.301	0.04
2.302	0.07
2.303	0.10
2.304	0.06
2.305	0.01
2.306	0.01
2.307	0.03
2.308	0.01
2.310	0.01
2.311	0.05
2.312	0.09
2.313	0.09
2.314	0.06
2.315	0.04
2.316	0.04
2.317	0.07
2.318	0.11
2.319	0.11
